GlyphID,Phoneme,Count,Description,advancedTongueRoot,anterior,approximant,back,click,consonantal,constrictedGlottis,continuant,coronal,delayedRelease,distributed,dorsal,epilaryngealSource,fortis,front,high,labial,labiodental,lateral,long,low,loweredLarynxImplosive,nasal,periodicGlottalSource,raisedLarynxEjective,retractedTongueRoot,round,short,sonorant,spreadGlottis,stress,strident,syllabic,tap,tense,tone,trill
0273+0288+0282,ɳʈʂ,2,LATIN SMALL LETTER N WITH RETROFLEX HOOK and LATIN SMALL LETTER T WITH RETROFLEX HOOK and LATIN SMALL LETTER S WITH HOOK,0,-,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,-,-,+,-,-,0,0,-
0273+0288+0282+02B0,ɳʈʂʰ,1,LATIN SMALL LETTER N WITH RETROFLEX HOOK and LATIN SMALL LETTER T WITH RETROFLEX HOOK and LATIN SMALL LETTER S WITH HOOK and MODIFIER LETTER SMALL H,0,-,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,+,-,+,-,-,0,0,-
0273+02B1,ɳʱ,1,breathy retroflex nasal stop consonant,0,-,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
0273+0324,ɳ̤,1,breathy retroflex nasal stop consonant,0,-,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
0273+0325,ɳ̥,1,voiceless retroflex nasal stop consonant,0,-,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-
0274,ɴ,4,voiced uvular nasal stop consonant,0,0,-,+,-,+,-,-,-,0,0,+,-,-,-,-,-,0,-,-,-,-,+,+,-,0,0,-,+,-,-,0,-,-,0,0,-
0274+0071,ɴq,3,LATIN LETTER SMALL CAPITAL N and LATIN SMALL LETTER Q,0,0,-,+,-,+,-,-,-,-,0,+,-,-,-,-,-,0,-,-,-,-,+|-,+|-,-,0,0,-,+|-,-,-,0,-,-,0,0,-
0274+0071+02B0,ɴqʰ,1,LATIN LETTER SMALL CAPITAL N and LATIN SMALL LETTER Q and MODIFIER LETTER SMALL H,0,0,-,+,-,+,-,-,-,-,0,+,-,-,-,-,-,0,-,-,-,-,+|-,+|-,-,0,0,-,+|-,+,-,0,-,-,0,0,-
0274+0262,ɴɢ,1,LATIN LETTER SMALL CAPITAL N and LATIN LETTER SMALL CAPITAL G,0,0,-,+,-,+,-,-,-,-,0,+,-,-,-,-,-,0,-,-,-,-,+|-,+,-,0,0,-,+|-,-,-,0,-,-,0,0,-
0274+02D0,ɴː,1,long voiced uvular nasal stop consonant,0,0,-,+,-,+,-,-,-,0,0,+,-,-,-,-,-,0,-,+,-,-,+,+,-,0,0,-,+,-,-,0,-,-,0,0,-
0275,ɵ,14,voiced rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0275+02D0,ɵː,3,long voiced rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0275+0303,ɵ̃,1,voiced nasalized rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0275+031E,ɵ̞,10,voiced lowered rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0275+031E+02D0,ɵ̞ː,4,long voiced lowered rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,-,+,0,-
0275+031E+0306,ɵ̞̆,3,extra-short voiced lowered rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,-,-,-,-,+,-,-,+,+,+,-,-,0,+,-,+,0,-
0275+0324,ɵ̤,2,breathy rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0275+0324+02D0,ɵ̤ː,1,long breathy rounded close-mid central vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,-,-,+,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,+,-,+,0,-
0276+031D,ɶ̝,1,voiced raised rounded open front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,+,-,-,-,+,-,-,+,-,-,+,-,+,-,-,0,+,-,0,0,-
0278,ɸ,140,voiceless bilabial fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,-,-,-,0,-,-,-,-,0,-,-,-,-,-,0,-,-,0,0,-
0278+02B0,ɸʰ,1,aspirated voiceless bilabial fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,-,-,-,0,-,-,-,-,0,-,-,-,+,-,0,-,-,0,0,-
0278+02B2,ɸʲ,6,voiceless palatalized bilabial fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,+,+,+,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,0,0,-
0278+02B7,ɸʷ,2,voiceless labialized bilabial fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,-,-,-,0,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-
0278+02BC,ɸʼ,2,LATIN SMALL LETTER PHI and MODIFIER LETTER APOSTROPHE,0,0,-,0,-,+,+,+,-,+,0,-,-,-,0,0,+,-,-,-,0,-,-,-,+,0,-,-,-,-,-,0,-,-,0,0,-
0278+02D0,ɸː,1,long voiceless bilabial fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,-,-,+,0,-,-,-,-,0,-,-,-,-,-,0,-,-,0,0,-
0278+02E0+02B7,ɸˠʷ,2,,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,+,+,-,-,-,-,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-
0278+0303,ɸ̃,1,voiceless nasalized bilabial fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,-,-,-,0,-,+,-,-,0,-,-,-,-,-,0,-,-,0,0,-
0278+031E,ɸ̞,1,voiceless lowered bilabial fricative consonant,0,0,-,0,-,+,-,+,-,+,0,-,-,-,0,0,+,-,-,-,0,-,-,-,-,0,-,-,-,-,-,0,-,-,0,0,-
0279,ɹ,40,voiced alveolar approximant consonant,0,-,+,0,-,-,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-
0279+02E4,ɹˤ,1,voiced pharyngealized alveolar approximant consonant,-,-,+,0,-,-,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,+,-,-,-,-,-,0,0,-
0279+031D,ɹ̝,1,voiced raised alveolar approximant consonant,0,-,+,0,-,-,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-
0279+0329,ɹ̩,1,syllabic voiced alveolar approximant consonant,0,-,+,0,-,-,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,+,-,0,0,-
0279+032A+007C+0279,ɹ̪|ɹ,2,,0,0,+,0,-,-,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-
0279+032A+0325+007C+0279+0325,ɹ̪̥|ɹ̥,1,,0,+,+,0,-,-,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,+,+,-,-,-,-,0,0,-
0279+0330+02E4,ɹ̰ˤ,1,creaky pharyngealized alveolar approximant consonant,-,-,+,0,-,-,+,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,+,-,-,-,-,-,0,0,-
027A,ɺ,31,voiced alveolar lateral flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,+,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027A+02B2,ɺʲ,2,voiced palatalized alveolar lateral flap consonant,0,+,+,+,-,+,-,+,+,0,-,+,-,-,+,+,-,0,+,-,-,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027A+02D0,ɺː,1,long voiced alveolar lateral flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,+,+,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027A+0320,ɺ̠,8,voiced retracted alveolar lateral flap consonant,0,-,+,0,-,+,-,+,+,0,+,-,-,-,0,0,-,0,+,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027A+0325,ɺ̥,1,voiceless alveolar lateral flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,+,-,0,-,-,-,-,0,0,-,+,+,-,-,-,+,0,0,-
027A+032A+007C+027A,ɺ̪|ɺ,3,,0,+,+,0,-,+,-,+,+,0,0,-,-,-,0,0,-,0,+,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027A+0330+0320,ɺ̰̠,1,,0,-,+,0,-,+,+,+,+,0,+,-,-,-,0,0,-,0,+,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027B,ɻ,39,voiced retroflex approximant consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-
027B+02B2,ɻʲ,4,voiced palatalized retroflex approximant consonant,0,-,+,+,-,+,-,+,+,0,-,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-
027B+02B7,ɻʷ,3,voiced labialized retroflex approximant consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,+,-,-,-,-,-,0,0,-
027B+02D0,ɻː,1,long voiced retroflex approximant consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-
027D,ɽ,118,voiced retroflex flap consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027D+02B1,ɽʱ,4,breathy retroflex flap consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,+,-,-,-,+,0,0,-
027D+0303,ɽ̃,4,voiced nasalized retroflex flap consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027D+0324,ɽ̤,10,breathy retroflex flap consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,+,-,-,-,+,0,0,-
027D+0329,ɽ̩,2,syllabic voiced retroflex flap consonant,0,-,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,+,+,0,0,-
027E,ɾ,664,voiced alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+02B1,ɾʱ,2,breathy alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,+,-,-,-,+,0,0,-
027E+02B2,ɾʲ,18,voiced palatalized alveolar flap consonant,0,+,+,+,-,+,-,+,+,0,-,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+02B2+02B7,ɾʲʷ,1,voiced palatalized labialized alveolar flap consonant,0,+,+,+,-,+,-,+,+,0,-,+,-,-,+,+,+,0,-,-,-,-,-,+,-,0,+,-,+,-,-,-,-,+,0,0,-
027E+02B7,ɾʷ,4,voiced labialized alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,+,-,-,-,-,+,0,0,-
027E+02C0,ɾˀ,2,voiced glottalized alveolar flap consonant,0,+,+,0,-,+,+,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+02D0,ɾː,1,long voiced alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+02E0,ɾˠ,2,voiced velarized alveolar flap consonant,0,+,+,+,-,+,-,+,+,0,-,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+02E4,ɾˤ,2,voiced pharyngealized alveolar flap consonant,-,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,+,-,-,-,-,+,0,0,-
027E+0303,ɾ̃,1,voiced nasalized alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+0320,ɾ̠,1,voiced retracted alveolar flap consonant,0,-,+,0,-,+,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+0324,ɾ̤,4,breathy alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,+,-,-,-,+,0,0,-
027E+0325,ɾ̥,2,voiceless alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,+,+,-,-,-,+,0,0,-
027E+0325+02B2,ɾ̥ʲ,2,voiceless palatalized alveolar flap consonant,0,+,+,+,-,+,-,+,+,0,-,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,+,+,-,-,-,+,0,0,-
027E+0325+02E0,ɾ̥ˠ,2,voiceless velarized alveolar flap consonant,0,+,+,+,-,+,-,+,+,0,-,+,-,-,-,+,-,0,-,-,-,-,-,-,-,0,0,-,+,+,-,-,-,+,0,0,-
027E+032A,ɾ̪,8,voiced dental alveolar flap consonant,0,+,+,0,-,+,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+032A+007C+027E,ɾ̪|ɾ,26,,0,+,+,0,-,+,-,+,+,0,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+032A+02B2+007C+027E+02B2,ɾ̪ʲ|ɾʲ,1,,0,+,+,+,-,+,-,+,+,0,0,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+032A+02E0,ɾ̪ˠ,1,voiced dental velarized alveolar flap consonant,0,+,+,+,-,+,-,+,+,0,+,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+032A+030A,ɾ̪̊,1,LATIN SMALL LETTER R WITH FISHHOOK and COMBINING BRIDGE BELOW and COMBINING RING ABOVE,0,+,+,0,-,+,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+032A+030A+02B0,ɾ̪̊ʰ,1,LATIN SMALL LETTER R WITH FISHHOOK and COMBINING BRIDGE BELOW and COMBINING RING ABOVE and MODIFIER LETTER SMALL H,0,+,+,0,-,+,-,+,+,0,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,+,-,-,-,+,0,0,-
027E+0330,ɾ̰,1,creaky alveolar flap consonant,0,+,+,0,-,+,+,+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-
027E+0353,ɾ͓,1,LATIN SMALL LETTER R WITH FISHHOOK and COMBINING X BELOW,0,+,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,+,0,0,-
0280,ʀ,12,voiced uvular trill consonant,0,0,+,+,-,+,-,+,-,0,0,+,-,-,-,-,-,0,-,-,-,-,-,+,-,0,0,-,+,-,-,0,-,-,0,0,+
0281,ʁ,65,voiced uvular fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-
0281+02B7,ʁʷ,14,voiced labialized uvular fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,+,0,-,-,-,-,-,+,-,0,+,-,-,-,-,0,-,-,0,0,-
0281+02D0,ʁː,2,long voiced uvular fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,0,-,+,-,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-
0281+02E4,ʁˤ,2,voiced pharyngealized uvular fricative consonant,-,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,0,-,-,-,-,-,+,-,+,0,-,-,-,-,0,-,-,0,0,-
0281+02E4+02B7,ʁˤʷ,2,,-,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,+,0,-,-,-,-,-,+,-,+,+,-,-,-,-,0,-,-,0,0,-
0281+031E,ʁ̞,3,voiced lowered uvular fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-
0281+031E+02B7,ʁ̞ʷ,1,voiced lowered labialized uvular fricative consonant,0,0,-,+,-,+,-,+,-,+,0,+,-,-,-,-,+,0,-,-,-,-,-,+,-,0,+,-,-,-,-,0,-,-,0,0,-
0281+0330+031E+02B7,ʁ̰̞ʷ,1,,0,0,-,+,-,+,+,+,-,+,0,+,-,-,-,-,+,0,-,-,-,-,-,+,-,0,+,-,-,-,-,0,-,-,0,0,-
0282,ʂ,124,voiceless retroflex sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0282+02BC,ʂʼ,1,voiceless retroflex ejective fricative consonant,0,-,-,0,-,+,+,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,+,-,-,0,0,-
0282+0347,ʂ͇,2,LATIN SMALL LETTER S WITH HOOK and COMBINING EQUALS SIGN BELOW,0,-,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0282+0349,ʂ͉,1,lenis voiceless retroflex sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283,ʃ,862,voiceless palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+0074,ʃt,1,LATIN SMALL LETTER ESH and LATIN SMALL LETTER T,0,-|+,-,0,-,+,-,+|-,+,+|-,+|-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+|-,-,-,0,0,-
0283+02B0,ʃʰ,1,aspirated voiceless palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-
0283+02B2,ʃʲ,9,voiceless palatalized palato-alveolar sibilant fricative consonant,0,-,-,+,-,+,-,+,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+02B7,ʃʷ,28,voiceless labialized palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,-,0,0,+,0,-,-,0,-,-,-,-,0,+,-,-,-,-,+,-,-,0,0,-
0283+02BC,ʃʼ,9,voiceless palato-alveolar ejective fricative consonant,0,-,-,0,-,+,+,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,+,-,-,0,0,-
0283+02C0,ʃˀ,1,voiceless glottalized palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,+,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+02D0,ʃː,29,long voiceless palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+02D0+02B7,ʃːʷ,2,,0,-,-,0,-,+,-,+,+,+,+,-,-,-,0,0,+,0,-,+,0,-,-,-,-,0,+,-,-,-,-,+,-,-,0,0,-
0283+02E0,ʃˠ,2,voiceless velarized palato-alveolar sibilant fricative consonant,0,-,-,+,-,+,-,+,+,+,+,+,-,-,-,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+033A,ʃ̺,1,voiceless apical palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+0347,ʃ͇,1,LATIN SMALL LETTER ESH and COMBINING EQUALS SIGN BELOW,0,-,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+0348,ʃ͈,1,fortis voiceless palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,+,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+0348+02B7,ʃ͈ʷ,1,fortis voiceless labialized palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,+,0,0,+,0,-,-,0,-,-,-,-,0,+,-,-,-,-,+,-,-,0,0,-
0283+0348+02D0,ʃ͈ː,2,long fortis voiceless palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,+,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0283+0349,ʃ͉,2,lenis voiceless palato-alveolar sibilant fricative consonant,0,-,-,0,-,+,-,+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0284,ʄ,45,voiced palatal implosive stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,+,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0284+0325,ʄ̥,3,voiceless palatal implosive stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,+,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0288,ʈ,177,voiceless retroflex stop consonant,0,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0288+0072,ʈr,3,LATIN SMALL LETTER T WITH RETROFLEX HOOK and LATIN SMALL LETTER R,0,-|+,-|+,0,-,+,-,-|+,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-|+,-,0,0,-,-|+,-,-,-,-,-,0,0,-|+
0288+0072+0320+0325,ʈr̠̥,1,,0,-,-|+,0,-,+,-,-|+,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-|+,+,-,-,-,-,0,0,-|+
0288+0273,ʈɳ,2,LATIN SMALL LETTER T WITH RETROFLEX HOOK and LATIN SMALL LETTER N WITH RETROFLEX HOOK,0,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-|+,-|+,-,0,0,-,-|+,-,-,-,-,-,0,0,-
0288+0279+0320+0325,ʈɹ̠̥,1,LATIN SMALL LETTER T WITH RETROFLEX HOOK and LATIN SMALL LETTER TURNED R and COMBINING MINUS SIGN BELOW and COMBINING RING BELOW,0,-,-|+,0,-,+|-,-,-|+,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-|+,+,-,-,-,-,0,0,-
0288+027D,ʈɽ,1,LATIN SMALL LETTER T WITH RETROFLEX HOOK and LATIN SMALL LETTER R WITH TAIL,0,-,-|+,0,-,+,-,-|+,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-|+,-,0,0,-,-|+,-,-,-,-,-|+,0,0,-
0288+0282,ʈʂ,55,voiceless retroflex sibilant affricate consonant,0,-,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0288+0282+02B0,ʈʂʰ,19,aspirated voiceless retroflex sibilant affricate consonant,0,-,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-
0288+0282+02B7,ʈʂʷ,1,voiceless labialized retroflex sibilant affricate consonant,0,-,-,0,-,+,-,-,+,+,-,-,-,-,0,0,+,0,-,-,0,-,-,-,-,0,+,-,-,-,-,+,-,-,0,0,-
0288+0282+02BC,ʈʂʼ,10,voiceless retroflex ejective affricate consonant,0,-,-,0,-,+,+,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,+,-,-,0,0,-
0288+0282+0347,ʈʂ͇,1,LATIN SMALL LETTER T WITH RETROFLEX HOOK and LATIN SMALL LETTER S WITH HOOK and COMBINING EQUALS SIGN BELOW,0,-,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-
0288+02B0,ʈʰ,77,aspirated voiceless retroflex stop consonant,0,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0288+02BC,ʈʼ,4,voiceless retroflex ejective stop consonant,0,-,-,0,-,+,+,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0288+02C0,ʈˀ,1,voiceless glottalized retroflex stop consonant,0,-,-,0,-,+,+,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0288+02D0,ʈː,13,long voiceless retroflex stop consonant,0,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0288+02D0+02B0,ʈːʰ,2,,0,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,+,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0288+0349,ʈ͉,1,lenis voiceless retroflex stop consonant,0,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
