GlyphID,Phoneme,Count,Description,advancedTongueRoot,anterior,approximant,back,click,consonantal,constrictedGlottis,continuant,coronal,delayedRelease,distributed,dorsal,epilaryngealSource,fortis,front,high,labial,labiodental,lateral,long,low,loweredLarynxImplosive,nasal,periodicGlottalSource,raisedLarynxEjective,retractedTongueRoot,round,short,sonorant,spreadGlottis,stress,strident,syllabic,tap,tense,tone,trill
006E+0064+02B2,ndʲ,9,LATIN SMALL LETTER N and LATIN SMALL LETTER D and MODIFIER LETTER SMALL J,0,+,-,+,-,+,-,-,+,-,-,+,-,-,+,+,-,0,-,-,-,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0064+02B7,ndʷ,7,LATIN SMALL LETTER N and LATIN SMALL LETTER D and MODIFIER LETTER SMALL W,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,+,0,-,-,0,-,+|-,+,-,0,+,-,+|-,-,-,-,-,-,0,0,-
006E+0064+02D0,ndː,1,LATIN SMALL LETTER N and LATIN SMALL LETTER D and MODIFIER LETTER TRIANGULAR COLON,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,+,0,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0064+032A,nd̪,2,LATIN SMALL LETTER N and LATIN SMALL LETTER D and COMBINING BRIDGE BELOW,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0068,nh,2,LATIN SMALL LETTER N and LATIN SMALL LETTER H,0,+,-,0,-,+|-,-,-|+,+|-,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-|+,-,-,-,-,0,0,-
006E+006C,nl,2,LATIN SMALL LETTER N and LATIN SMALL LETTER L,0,+,-|+,0,-,+,-,-|+,+,0,-,-,-,-,0,0,-,0,-|+,-,0,-,+|-,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+0072,nr,2,LATIN SMALL LETTER N and LATIN SMALL LETTER R,0,+,-|+,0,-,+,-,-|+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+,-,-,-,-,-,0,0,-|+
006E+0073,ns,20,LATIN SMALL LETTER N and LATIN SMALL LETTER S,0,+,-,0,-,+,-,-|+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-
006E+0073+027E,nsɾ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER S and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,0,-,+,-,-|+|+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-|-,+|-|+,-,0,0,-,+|-|+,-,-,-|+|-,-,-|+,0,0,-
006E+0073+02B7,nsʷ,3,LATIN SMALL LETTER N and LATIN SMALL LETTER S and MODIFIER LETTER SMALL W,0,+,-,0,-,+,-,-|+,+,+,-,-,-,-,0,0,+,0,-,-,0,-,+|-,+|-,-,0,+,-,+|-,-,-,-|+,-,-,0,0,-
006E+0074,nt,39,LATIN SMALL LETTER N and LATIN SMALL LETTER T,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0074+006C+02BC,ntlʼ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER T and LATIN SMALL LETTER L and MODIFIER LETTER APOSTROPHE,0,+,-|+,0,-,+,+,-|+,+,-,-,-,-,-,0,0,-,0,-|+,-,0,-,+|-|-,+|-|+,+,0,0,-,+|-|+,-,-,-,-,-,0,0,-
006E+0074+0073,nts,8,LATIN SMALL LETTER N and LATIN SMALL LETTER T and LATIN SMALL LETTER S,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+0074+0073+02BC,ntsʼ,2,LATIN SMALL LETTER N and LATIN SMALL LETTER T and LATIN SMALL LETTER S and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,-,+,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+0074+0255,ntɕ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006E+0074+027E,ntɾ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER T and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,0,-,+,-,-|+,+,-,-,-,-,-,0,0,-,0,-,-,0,-,+|-|-,+|-|+,-,0,0,-,+|-|+,-,-,-,-,-|+,0,0,-
006E+0074+02B0,ntʰ,2,LATIN SMALL LETTER N and LATIN SMALL LETTER T and MODIFIER LETTER SMALL H,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,+,-,-,-,-,0,0,-
006E+0074+02B7,ntʷ,3,LATIN SMALL LETTER N and LATIN SMALL LETTER T and MODIFIER LETTER SMALL W,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,+,0,-,-,0,-,+|-,+|-,-,0,+,-,+|-,-,-,-,-,-,0,0,-
006E+0074+02BC,ntʼ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER T and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,+,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+007A,nz,47,LATIN SMALL LETTER N and LATIN SMALL LETTER Z,0,+,-,0,-,+,-,-|+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-
006E+007A+027E,nzɾ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER Z and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,0,-,+,-,-|+|+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-|-,+,-,0,0,-,+|-|+,-,-,-|+|-,-,-|+,0,0,-
006E+007A+02B7,nzʷ,2,LATIN SMALL LETTER N and LATIN SMALL LETTER Z and MODIFIER LETTER SMALL W,0,+,-,0,-,+,-,-|+,+,+,-,-,-,-,0,0,+,0,-,-,0,-,+|-,+,-,0,+,-,+|-,-,-,-|+,-,-,0,0,-
006E+00F0,nð,1,LATIN SMALL LETTER N and LATIN SMALL LETTER ETH,0,+,-,0,-,+,-,-|+,+,+,-|+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0257,nɗ,3,LATIN SMALL LETTER N and LATIN SMALL LETTER D WITH HOOK,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-|+,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+025F,nɟ,2,LATIN SMALL LETTER N and LATIN SMALL LETTER DOTLESS J WITH STROKE,0,+|-,-,-,-,+,-,-,+,-,-|+,-|+,-,-,+,+,-,0,-,-,-,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0261,nɡ,3,LATIN SMALL LETTER N and LATIN SMALL LETTER SCRIPT G,0,+,-,-,-,+,-,-,+|-,-,-,-|+,-,-,-,+,-,0,-,-,-,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0261+027E,nɡɾ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER SCRIPT G and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,-,-,+,-,-|+,+|-|+,-,-,-|+|-,-,-,-,+,-,0,-,-,-,-,+|-|-,+,-,0,0,-,+|-|+,-,-,-,-,-|+,0,0,-
006E+0266,nɦ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER H WITH HOOK,0,+,-,0,-,+|-,-,-|+,+|-,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-|+,-,-,-,-,0,0,-
006E+026C,nɬ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER L WITH BELT,0,+,-,0,-,+,-,-|+,+,+,-,-,-,-,0,0,-,0,-|+,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+026E,nɮ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER LEZH,0,+,-,0,-,+,-,-|+,+,+,-,-,-,-,0,0,-,0,-|+,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+027E,nɾ,1,LATIN SMALL LETTER N and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,0,-,+,-,-|+,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+,-,-,-,-,-|+,0,0,-
006E+02B1,nʱ,6,breathy alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+02B2,nʲ,28,voiced palatalized alveolar nasal stop consonant,0,+,-,+,-,+,-,-,+,0,-,+,-,-,+,+,-,0,-,-,-,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+02B2+02B7,nʲʷ,1,voiced palatalized labialized alveolar nasal stop consonant,0,+,-,+,-,+,-,-,+,0,-,+,-,-,+,+,+,0,-,-,-,-,+,+,-,0,+,-,+,-,-,-,-,-,0,0,-
006E+02B7,nʷ,22,voiced labialized alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,+,0,-,-,0,-,+,+,-,0,+,-,+,-,-,-,-,-,0,0,-
006E+02BC,nʼ,2,LATIN SMALL LETTER N and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,+,0,0,-,+,-,-,-,-,-,0,0,-
006E+02C0,nˀ,6,voiced glottalized alveolar nasal stop consonant,0,+,-,0,-,+,+,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+02D0,nː,77,long voiced alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,+,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+02D0+02E4,nːˤ,1,,-,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,+,0,-,+,+,-,+,0,-,+,-,-,-,-,-,0,0,-
006E+02E0,nˠ,2,voiced velarized alveolar nasal stop consonant,0,+,-,+,-,+,-,-,+,0,-,+,-,-,-,+,-,0,-,-,-,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+02E4,nˤ,1,voiced pharyngealized alveolar nasal stop consonant,-,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,+,0,-,+,-,-,-,-,-,0,0,-
006E+0320,n̠,46,voiced retracted alveolar nasal stop consonant,0,-,-,0,-,+,-,-,+,0,+,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+0320+0064+0320,n̠d̠,4,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW,0,-,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0320+0064+0320+0292,n̠d̠ʒ,127,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+0320+0064+0320+0292+02B7,n̠d̠ʒʷ,2,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and MODIFIER LETTER SMALL W,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,+,0,-,-,0,-,+|-,+,-,0,+,-,+|-,-,-,+,-,-,0,0,-
006E+0320+0074+0320,n̠t̠,1,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER T and COMBINING MINUS SIGN BELOW,0,-,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+0320+0074+0320+0283,n̠t̠ʃ,19,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER T and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+0320+0074+0320+0283+027E,n̠t̠ʃɾ,1,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER T and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH and LATIN SMALL LETTER R WITH FISHHOOK,0,-|+,-|+,0,-,+,-,-|+,+,+,+|-,-,-,-,0,0,-,0,-,-,0,-,+|-,-|+,-,0,0,-,+|-|+,-,-,+|-,-,-|+,0,0,-
006E+0320+0074+0320+0283+02B0,n̠t̠ʃʰ,1,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER T and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH and MODIFIER LETTER SMALL H,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,+,-,+,-,-,0,0,-
006E+0320+0074+0320+0283+02B7,n̠t̠ʃʷ,1,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER T and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH and MODIFIER LETTER SMALL W,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,+,0,-,-,0,-,+|-,-,-,0,+,-,+|-,-,-,+,-,-,0,0,-
006E+0320+0074+0320+0283+02BC,n̠t̠ʃʼ,2,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER T and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH and MODIFIER LETTER APOSTROPHE,0,-,-,0,-,+,+,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,-,+,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+0320+0283,n̠ʃ,5,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH,0,-,-,0,-,+,-,-|+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-
006E+0320+0283+02B7,n̠ʃʷ,1,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH and MODIFIER LETTER SMALL W,0,-,-,0,-,+,-,-|+,+,+,+,-,-,-,0,0,+,0,-,-,0,-,+|-,+|-,-,0,+,-,+|-,-,-,-|+,-,-,0,0,-
006E+0320+0292,n̠ʒ,4,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH,0,-,-,0,-,+,-,-|+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-
006E+0320+0325,n̠̥,2,voiceless retracted alveolar nasal stop consonant,0,-,-,0,-,+,-,-,+,0,+,-,-,-,0,0,-,0,-,-,0,-,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0320+0325+0074+0320+0283,n̠̥t̠ʃ,1,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and COMBINING RING BELOW and LATIN SMALL LETTER T and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER ESH,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,+,-,+,-,-,0,0,-
006E+0320+0329+0064+0320+0292,n̠̩d̠ʒ,1,LATIN SMALL LETTER N and COMBINING MINUS SIGN BELOW and COMBINING VERTICAL LINE BELOW and LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,+,+,-,0,0,-
006E+0324,n̤,9,breathy alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0324+0064+0324,n̤d̤,2,LATIN SMALL LETTER N and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER D and COMBINING DIAERESIS BELOW,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,+,-,-,-,-,0,0,-
006E+0324+0064+0324+007A+0324,n̤d̤z̤,1,LATIN SMALL LETTER N and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER D and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER Z and COMBINING DIAERESIS BELOW,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,+,-,+,-,-,0,0,-
006E+0324+0064+0324+026E+0324,n̤d̤ɮ̤,2,LATIN SMALL LETTER N and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER D and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER LEZH and COMBINING DIAERESIS BELOW,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,+,-,0,-,+|-,+,-,0,0,-,+|-,+,-,-,-,-,0,0,-
006E+0324+0073,n̤s,1,LATIN SMALL LETTER N and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER S,0,+,-,0,-,+,-,-|+,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,+,-,-|+,-,-,0,0,-
006E+0324+0074+02B0,n̤tʰ,1,LATIN SMALL LETTER N and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER T and MODIFIER LETTER SMALL H,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,+,-,-,-,-,0,0,-
006E+0324+0261+0324,n̤ɡ̤,1,LATIN SMALL LETTER N and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER SCRIPT G and COMBINING DIAERESIS BELOW,0,+,-,-,-,+,-,-,+|-,-,-,-|+,-,-,-,+,-,0,-,-,-,-,+|-,+,-,0,0,-,+|-,+,-,-,-,-,0,0,-
006E+0324+02B1,n̤ʱ,1,breathy alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0324+02B7,n̤ʷ,1,breathy labialized alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,+,0,-,-,0,-,+,+,-,0,+,-,+,+,-,-,-,-,0,0,-
006E+0324+0320,n̤̠,1,,0,-,-,0,-,+,-,-,+,0,+,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0324+0320+0064+0324+0320+0292,n̤̠d̤̠ʒ,1,,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,+,-,+,-,-,0,0,-
006E+0324+032A,n̤̪,7,,0,+,-,0,-,+,-,-,+,0,+,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0324+032A+007C+006E+0324,n̤̪|n̤,2,,0,+,-,0,-,+,-,-,+,0,0,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0325,n̥,35,voiceless alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0325+0283,n̥ʃ,1,LATIN SMALL LETTER N and COMBINING RING BELOW and LATIN SMALL LETTER ESH,0,+|-,-,0,-,+,-,-|+,+,+,-|+,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,+,-,-|+,-,-,0,0,-
006E+0325+02B2,n̥ʲ,2,voiceless palatalized alveolar nasal stop consonant,0,+,-,+,-,+,-,-,+,0,-,+,-,-,+,+,-,0,-,-,-,-,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0325+02E0,n̥ˠ,2,voiceless velarized alveolar nasal stop consonant,0,+,-,+,-,+,-,-,+,0,-,+,-,-,-,+,-,0,-,-,-,-,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0329,n̩,12,syllabic voiced alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,+,-,0,0,-
006E+032A,n̪,207,voiced dental alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,+,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+032A+0064+032A,n̪d̪,18,LATIN SMALL LETTER N and COMBINING BRIDGE BELOW and LATIN SMALL LETTER D and COMBINING BRIDGE BELOW,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+032A+0064+032A+007A+032A,n̪d̪z̪,3,LATIN SMALL LETTER N and COMBINING BRIDGE BELOW and LATIN SMALL LETTER D and COMBINING BRIDGE BELOW and LATIN SMALL LETTER Z and COMBINING BRIDGE BELOW,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+032A+0064+032A+007C+006E+0064,n̪d̪|nd,17,,0,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+032A+0064+032A+02B2+007C+006E+0064+02B2,n̪d̪ʲ|ndʲ,1,,0,+,-,+,-,+,-,-,+,-,0,+,-,-,+,+,-,0,-,-,-,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+032A+0064+032A+02B7+007C+006E+0064+02B7,n̪d̪ʷ|ndʷ,1,,0,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,+,0,-,-,0,-,+|-,+,-,0,+,-,+|-,-,-,-,-,-,0,0,-
006E+032A+0073+032A+007C+006E+0073,n̪s̪|ns,1,,0,+,-,0,-,+,-,-|+,+,+,0,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-
006E+032A+0074+032A,n̪t̪,4,LATIN SMALL LETTER N and COMBINING BRIDGE BELOW and LATIN SMALL LETTER T and COMBINING BRIDGE BELOW,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+032A+0074+032A+0073+032A,n̪t̪s̪,1,LATIN SMALL LETTER N and COMBINING BRIDGE BELOW and LATIN SMALL LETTER T and COMBINING BRIDGE BELOW and LATIN SMALL LETTER S and COMBINING BRIDGE BELOW,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+032A+0074+032A+0073+032A+007C+006E+0074+0073,n̪t̪s̪|nts,1,,0,+,-,0,-,+,-,-,+,+,0,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,-,-,+,-,-,0,0,-
006E+032A+0074+032A+0073+032A+02B0,n̪t̪s̪ʰ,1,LATIN SMALL LETTER N and COMBINING BRIDGE BELOW and LATIN SMALL LETTER T and COMBINING BRIDGE BELOW and LATIN SMALL LETTER S and COMBINING BRIDGE BELOW and MODIFIER LETTER SMALL H,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,-,-,0,0,-,+|-,+,-,+,-,-,0,0,-
006E+032A+0074+032A+007C+006E+0074,n̪t̪|nt,2,,0,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,-,-,-,-,-,0,0,-
006E+032A+0074+032A+02B0,n̪t̪ʰ,2,LATIN SMALL LETTER N and COMBINING BRIDGE BELOW and LATIN SMALL LETTER T and COMBINING BRIDGE BELOW and MODIFIER LETTER SMALL H,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+|-,-,0,0,-,+|-,+,-,-,-,-,0,0,-
006E+032A+007A+032A,n̪z̪,1,LATIN SMALL LETTER N and COMBINING BRIDGE BELOW and LATIN SMALL LETTER Z and COMBINING BRIDGE BELOW,0,+,-,0,-,+,-,-|+,+,+,+,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-
006E+032A+007A+032A+007C+006E+007A,n̪z̪|nz,1,,0,+,-,0,-,+,-,-|+,+,+,0,-,-,-,0,0,-,0,-,-,0,-,+|-,+,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-
006E+032A+007C+006E,n̪|n,161,,0,+,-,0,-,+,-,-,+,0,0,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+032A+02B2,n̪ʲ,2,voiced dental palatalized alveolar nasal stop consonant,0,+,-,+,-,+,-,-,+,0,+,+,-,-,+,+,-,0,-,-,-,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+032A+02B2+007C+006E+02B2,n̪ʲ|nʲ,4,,0,+,-,+,-,+,-,-,+,0,0,+,-,-,+,+,-,0,-,-,-,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+032A+02B7+007C+006E+02B7,n̪ʷ|nʷ,2,,0,+,-,0,-,+,-,-,+,0,0,-,-,-,0,0,+,0,-,-,0,-,+,+,-,0,+,-,+,-,-,-,-,-,0,0,-
006E+032A+02D0,n̪ː,1,long voiced dental alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,+,-,-,-,0,0,-,0,-,+,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+032A+02D0+007C+006E+02D0,n̪ː|nː,1,,0,+,-,0,-,+,-,-,+,0,0,-,-,-,0,0,-,0,-,+,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
006E+032A+0325,n̪̥,2,voiceless dental alveolar nasal stop consonant,0,+,-,0,-,+,-,-,+,0,+,-,-,-,0,0,-,0,-,-,0,-,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+032A+0325+007C+006E+0325,n̪̥|n̥,9,,0,+,-,0,-,+,-,-,+,0,0,-,-,-,0,0,-,0,-,-,0,-,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-
006E+0330,n̰,17,creaky alveolar nasal stop consonant,0,+,-,0,-,+,+,-,+,0,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-
