InventoryID,LanguageCode,LanguageName,Glottocode,GlottologName,LanguageFamilyRoot,LanguageFamilyGenus,SpecificDialect,Area,Country,Latitude,Longitude,Population,Phonemes,Consonants,Vowels,Tones,Trump,Source,_phonemelist,Notes
1775,ori,"Oriya",nucl1284,"Nuclear Oriya","ieur","Indic","","Asia","India",21.6626,86.8563,31700000,43,31,12,0,1,RA,b|b̤|cç|cçʰ|d̤̪|d̪|e|h|i|j|k|kʰ|l|m|n̪|o|õ̞|p|pʰ|s|t̪|t̪ʰ|u|ũː|w|æ̃|ŋ|ɑ̃|ɔ|ɖ|ɖ̤|ɛ̞|ɟʝ|ɟ̤ʝ|ɡ|ɡʱ|ɪ̃|ɭ|ɳ|ɾ|ʈ|ʈʰ|ʊ̃,
1776,pck,"Paite",pait1244,"Paite Chin","sitb","Kuki-Chin","","Asia","India",24.0381,93.6136,78800,25,19,6,0,1,RA,a|e|f|h|i|j|k|l|m|n|o|p|pʰ|s|t|tʰ|t̪|u|v|w|x|z|ɔ|ɡ|ʔ,
1777,pci,"Parji",duru1236,"Duruwa","drav","Central Dravidian","","Asia","India",19.0534,82.4881,80000,31,21,10,0,1,RA,a|aː|b|cç|d̪|e|eː|h|i|iː|j|k|l|m|n|o|oː|p|s|t̪|u|uː|w|ŋ|ɖ|ɟʝ|ɡ|ɲ|ɽ|ɾ|ʈ,
1778,lae,"Pat̩t̩an̩i",patt1248,"Pattani","sitb","Bodic","","Asia","India",32.6963,76.5966,11000,44,38,6,0,1,RA,b|cç|cçʰ|dz|d̪|e|i|j|k|kʰ|l|l̤|m|m̤|n|n̤|o|p|pʰ|r|r̤|s|ts|tsʰ|t̪|t̪ʰ|u|w|z|ç|ŋ|ɑ|ɖ|ə|ɟʝ|ɡ|ɭ|ɲ|ɳ|ɽ|ɽ̤|ʂ|ʈ|ʈʰ,
1779,peg,"Pengo",peng1244,"Pengo","drav","South-Central Dravidian","","Asia","India",19.3435,83.6552,350000,32,22,10,0,1,RA,a|aː|b|cç|d̪|e|eː|h|i|iː|j|k|l|m|n|o|oː|p|s|t̪|u|uː|v|z|ŋ|ɖ|ɟʝ|ɡ|ɳ|ɽ|ɾ|ʈ,
1780,pan,"Punjabi",panj1256,"Panjabi","ieur","Indic","","Asia","India",30.0368,75.6702,27100000,51,32,19,0,2,RA,a|b|cç|cçʰ|d̪|e|ẽ̞|f|h|i|ĩ|j|k|kʰ|l|m|n̪|o|õ̞|p|pʰ|r|s|t̪|t̪ʰ|u|ũː|w|x|z|æ̞̃|ç|ɑ̃|ɔ|ɖ|ə|ə̃|ɛ|ɟʝ|ɡ|ɣ|ɦ|ɪ|ɪ̃|ɭ|ɳ|ɽ|ʈ|ʈʰ|ʊ|ʊ̃,
1781,bfw,"Remo",bond1245,"Bondo","ausa","Munda","","Asia","India",19.1512,83.8141,9000,40,27,13,0,2,RA,a|b|cç|d|e|i|j|k|kʰ|l|m|n|o|õ̞|p|pʰ|r|s|t|tʰ|u|ũː|w|z|æ̞̃|ŋ|ɔ|ɖ|ə|ɛ|ɟʝ|ɡ|ɪ|ɲ|ɽ|ʂ|ʈ|ʈʰ|ʊ̃|ʔ,
1782,san,"Sanskrit",sans1269,"Sanskrit","ieur","Indic","","Asia","India",20.0,77.0,2950,45,37,8,0,1,RA,a|aː|b|b̤|cç|cçʰ|d̤̪|d̪|eː|h|i|iː|j|k|kʰ|l|m|n|oː|p|pʰ|r|s|t̪|t̪ʰ|u|uː|w|ç|ŋ|ɖ|ɖ̤|ɟʝ|ɟ̤ʝ|ɡ|ɡʱ|ɦ|ɭ|ɲ|ɳ|ɽ|ɽ̤|ʂ|ʈ|ʈʰ,
1783,sat,"Santali",sant1410,"Santali","ausa","Munda","","Asia","India",25.0317,87.8185,5960000,46,35,11,0,1,RA,ã|b|b̤|b̰|cç|cçʰ|d̤̪|d̪|e|h|i|j|k|kʰ|k̰|l|m|n̪|õ|õ̞|p|pʰ|p̰|r|s|t̪|t̪ʰ|t̰̪|u|ũː|w|ŋ|ɑ|ɖ|ɖ̤|ə|ɟʝ|ɟ̤ʝ|ɡ|ɡʱ|ɪ̃|ɲ|ɽ|ʈ|ʈʰ|ʊ̃,
1784,nsm,"Sema",sumi1235,"Sumi Naga","sitb","Kuki-Chin","","Asia","India",25.9996,94.4235,242000,46,35,11,0,1,RA,a|b|cç|cçʰ|d̪|e|e̞|f|h|i|j|k|kʰ|l|l̤|m|m̤|n|n̤|n̪|o|p|pʰ|s|ts|tsʰ|t̪|t̪ʰ|u|u̞|v|w|x|z|ç|ŋ|ə|ɡ|ɣ|ɨ|ɯ|ɲ|ɲ̤|ʌ|ʔ|ʝ,
1785,scl,"Shina",shin1264,"Shina","ieur","Indic","","Asia","Pakistan",34.6515,75.287,300000,48,35,13,0,1,RA,a|aː|b|cç|cçʰ|d|e|eː|h|i|iː|j|k|kʰ|l|m|n|o|oː|p|pʰ|r|s|t|ts|tsʰ|tʰ|u|uː|w|x|z|ç|ŋ|ɖ|ə|ɛ|ɛː|ɟʝ|ɡ|ɣ|ɳ|ʈ|ʈʂ|ʈʂʰ|ʈʰ|ʐ|ʝ,
1786,snd,"Sindhi",sind1272,"Sindhi","ieur","Indic","","Asia","Pakistan",26.0,69.0,18500000,61,41,20,0,2,RA,a|b|b̤|c|c̤|d̤̪|d̪|e|ẽ̞|f|i|ĩ|j|k|kʰ|l|m|n̪|o|õ|õ̞|p|pʰ|q|s|t̪|t̪ʰ|u|ũː|w|x|z|æ̞̃|ç|ŋ|ɑ̃|ɓ|ɔ|ɖ|ɖ̤|ə|ə̃|ɛ|ɟ|ɟ̤|ɠ|ɡ|ɡʱ|ɣ|ɪ|ɪ̃|ɲ|ɳ|ɽ|ɾ|ʄ|ʈ|ʈʰ|ʊ|ʊ̃|ᶑ,
1787,srb,"Soːra",sora1254,"Sora","ausa","Munda","","Asia","India",19.1213,84.19,310000,31,21,10,0,1,RA,a|b|d|e|i|k|l|m|n|n̪|o|p|r̠ʲ|s|t̪|u|y|z|ø|ŋ|ɖ|ə|ɟʝ|ɡ|ɪ|ɲ|ɳ|ɽ|ɾ|ʊ|ʔ,
1788,tam,"Tamil",tami1289,"Tamil","drav","Southern Dravidian","","Asia","India",10.520219,78.825989,61500000,43,32,11,0,2,RA,a|aː|b|cç|d|d̪|e|eː|f|h|i|iː|j|k|l|l̠˞|m|n|n̪|o|oː|p|s|t|t̪|u|uː|w|x|ð|ŋ|ɖ|ɟʝ|ɡ|ɨ|ɭ|ɲ|ɳ|ɸ|ɽ|ɾ|ʂ|ʈ,
1789,nmf,"Tangkul Naga",tang1336,"Tangkhul Naga","sitb","Kuki-Chin","","Asia","India",25.0489,94.3567,125000,40,27,13,0,1,RA,a|b|cç|d̪|e|e̞|f|h|i|j|k|kʰ|l|m|n|o|p|pʰ|r|s|t̪|t̪ʰ|u|v|w|x|z|ç|ŋ|ɔ|ə|ɟʝ|ɡ|ɨ|ɪ|ɯ|ɾ|ʊ|ʌ|ʝ,
1790,nst,"Tangsa",tase1235,"Tase Naga","sitb","Northern Naga","","Asia","Myanmar",27.2572,96.3855,55400,29,23,6,0,1,RA,b|cç|d̪|e|h|k|kʰ|l|m|n̪|o|p|pʰ|s|ts|t̪|t̪ʰ|u|x|ç|ŋ|ɑː|ɔ|ə|ɟʝ|ɡ|ɸ|ɾ|ʔ,
1791,tel,"Telugu",telu1262,"Telugu","drav","South-Central Dravidian","","Asia","India",16.4529,78.7024,69600000,51,40,11,0,1,RA,aː|b|b̤|cç|cçʰ|dz|d̤̪|d̪|e|eː|f|h|i|iː|j|k|kʰ|l|m|n|n̪|o|oː|p|pʰ|s|ts|t̪|t̪ʰ|u|uː|v|w|æ|ç|ŋ|ɑ|ɖ|ɖ̤|ɟʝ|ɟ̤ʝ|ɡ|ɡʱ|ɭ|ɲ|ɳ|ɽ|ɾ|ʂ|ʈ|ʈʰ,
1792,tcz,"Thaadou",thad1238,"Thado Chin","sitb","Kuki-Chin","","Asia","India",24.096,93.722,205000,31,23,8,0,1,RA,a|b|cç|d|e|i|j|k|kʰ|l|l̤|m|n|o|p|pʰ|s|t|tʰ|u|v|x|z|ŋ|ɔ|ɛ|ɟʝ|ɡ|ɦ|ʌ|ʔ,
1793,tcx,"Toda",toda1252,"Toda","drav","Southern Dravidian","","Asia","India",11.4184,77.0168,1100,53,38,15,0,1,RA,a|b|cç|d|dz|d̪|e|f|i|j|k|l|l̥|m|n|o|p|r|s|s̪|t|ts|t̪|u|v|w|x|y|yː|z|z̪|ç|ø|øː|ɔ|ɖ|ɟʝ|ɡ|ɪ|ɭ|ɭ̥|ɯ|ɯː|ɳ|ɽ|ɾ|ʂ|ʈ|ʊ|ʌ|ʐ|ʝ|θ,
1794,trp,"Tripuri",kokb1239,"Kok Borok","sitb","Bodo-Garo","","Asia","India",23.1916,91.4673,691000,34,25,9,0,1,RA,a|b|cç|cçʰ|d̪|h|j|k|kʰ|l|m|n̪|o|p|pʰ|r|s|ts|tsʰ|t̪|t̪ʰ|u|w|ç|ŋ|ɔ|ɛ|ɟʝ|ɡ|ɪ|ɯ|ɲ|ʊ|ʌ,
1795,tcy,"Tulu",tulu1258,"Tulu","drav","Southern Dravidian","","Asia","India",12.8114,75.2651,1950000,35,23,12,0,1,RA,b|cç|d̪|e|eː|i|j|k|l|m|n̪|o|oː|p|r|s|t̪|u|uː|w|x|ç|ŋ|ɑ|ɑː|ɛ|ɛː|ɟʝ|ɡ|ɨ|ɭ|ɲ|ɳ|ʂ|ʈ,
1796,url,"Urali",ural1274,"Urali","drav","Southern Dravidian","","Asia","India",10.8519,76.8007,,46,26,20,0,1,RA,ä|b|c|d̪|e|ë|e̞|ë̞|i|iː|ï|j|k|l|m|n|n̪|o|p|r|s|t̪|u|uː|üː|u̞|w|x|ð|ɑ|ɑ̈|ɑ̈ː|ɖ|ɛ|ɟ|ɡ|ɣ|ɪ|ɭ|ɳ|ɽ|ʂ|ʈ|ʊ|ʌ|β,Population: No estimate available
1797,urd,"Urdu",urdu1245,"Urdu","ieur","Indic","","Asia","Pakistan",25.0,67.0,10700000,54,35,19,0,1,RA,a|b|b̤|cç|cçʰ|d̤̪|d̪|ẽ̞|f|h|i|ĩ|ĩː|j|k|kʰ|m|n|oː|õ|p|pʰ|q|r|t̪|t̪ʰ|u|ũː|w|x|z|æ̞̃|ç|ŋ|ɑ̃|ɑ̃ː|ɔ|ɖ|ɖ̤|ə|ə̃|ɛ|ɟʝ|ɟ̤ʝ|ɡ|ɡʱ|ɣ|ɪ|ɽ|ʈ|ʈʰ|ʊ|ʊ̃|ʝ,
1798,vaa,"Vaagri Boli",vaag1238,"Vaagri Booli","ieur","Indic","","Asia","India",12.215,79.5335,9300,37,23,14,0,1,RA,a|aː|b|cç|d̪|e|eː|i|iː|j|k|l|m|n|o|oː|p|r|s|t̪|u|uː|v|z|æ̞̃|ç|ŋ|ɖ|ɟʝ|ɡ|ɨ|ɪ̃|ɭ|ɲ|ɳ|ʈ|ʊ̃,
1799,yea,"Yerava",ravu1237,"Ravula","drav","Southern Dravidian","","Asia","India",12.3231,75.6265,26900,39,23,16,0,1,RA,a|aː|b|c|cç|d̪|e|eː|i|iː|j|k|l|m|n|n̪|o|oː|p|r|s|t̪|u|uː|w|ŋ|ɔ|ɖ|ə|ɛ|ɛː|ɟ|ɡ|ɪ|ɭ|ɲ|ɳ|ʈ|ʊ,
1800,yeu,"Yerukala",yeru1240,"Yerukula","drav","Southern Dravidian","","Asia","India",17.3702,81.9748,300000,38,20,18,0,1,RA,a|aː|b|cç|d̪|e|eː|i|iː|ĩː|j|k|l|m|n|o|oː|õ̞|p|s|t̪|u|uː|w|æ̞̃|ɑ̃ː|ɖ|ə̃ː|ɟʝ|ɡ|ɨ|ɪ̃|ɭ|ɳ|ɾ|ʂ|ʈ|ʊ̃,
1801,alc,"Kawesqar",qawa1238,"Qawasqar","alac","Alacalufan","Kawesqar","America","Chile",-49.703,-75.3756,12,24,18,6,0,1,SAPHON,a|cç|cʼ|e|h|i|j|k|kʼ|l|m|n|o|p|pʼ|q|s|t|tʼ|u|w|æ|ɾ|β,
1802,arn,"Mapudungun",mapu1245,"Mapudungun","arcn","Araucanian","","America","Chile",-38.7392,-71.277,200000,28,22,6,0,1,SAPHON,a|e|f|i|j|k|l|l̪|m|n|n̪|o|p|s|t|t̠ʃ|t̪|u|w|ŋ|ɣ|ɯ|ɲ|ʃ|ʈʂ|ʎ|ʐ|θ,
1803,aca,"Achagua",acha1250,"Achagua","arwk","Arawakan","","America","Colombia",4.38649,-72.2005,250,29,19,10,0,1,SAPHON,a|aː|b|d|e|eː|h|i|iː|j|k|kʷ|l|m|n|o|oː|p|s|t|ts|t̠ʃ|u|uː|w|ɾ|ʃ|ʒ|ʔ,
1804,apu,"Apurinã",apur1254,"Apurina","arwk","Arawakan","","America","Brazil",-8.21692,-66.7714,4087,34,14,20,0,2,SAPHON,a|aː|ã|ãː|e|eː|ẽ|ẽː|h|i|iː|ĩ|ĩː|j|k|m|n|o|oː|õ|õː|p|s|t|ts|t̠ʃ|ɨ|ɨː|ɨ̃|ɨ̃ː|ɰ|ɲ|ɾ|ʃ,
1805,arw,"Lokono",araw1276,"Lokono","arwk","Arawakan","","America","Suriname",5.64295,-56.9243,700,21,16,5,0,1,SAPHON,a|b|d|e|h|i|j|k|kʰ|l|m|n|o|s|t|tʰ|w|ɨ|ɸ|ɽ|ɾ,
1806,cni,"Asháninka",asha1243,"Ashaninka","arwk","Arawakan","","America","Peru",-11.9311,-73.9073,26100,22,14,8,0,1,SAPHON,*N|a|aː|e|eː|h|i|iː|j|k|m|n|o|oː|p|s|t|ts|t̠ʃ|ɾ|ʃ|β,
1807,cpc,"Ashéninka (Apurucayali dialect)",ajyi1238,"Ajyininka Apurucayali","arwk","Arawakan","Apurucayali dialect","America","Peru",-9.82364,-74.6195,4000,26,20,6,0,1,SAPHON,*N|a|aː|h|i|iː|j|k|m|n|o|oː|p|s|t|ts|tsʰ|tʰ|t̠ʃ|t̠ʃʰ|ç|ɰ|ɲ|ɾ|ɾʲ|ʋ,
1808,prq,"Ashéninka (Perené dialect)",ashe1272,"Asheninka Perene","arwk","Arawakan","Perené dialect","America","Peru",-10.9777,-74.9153,5500,28,18,10,0,1,SAPHON,*N|a|aː|e|eː|h|i|iː|j|k|kʲ|m|n|o|oː|p|s|t|ts|tsʰ|t̠ʃ|w|ɨ|ɨː|ɲ|ɾ|ɾʲ|ʃ,
1809,cpu,"Ashéninka (Pichis dialect)",pich1237,"Pichis Asheninka","arwk","Arawakan","Pichis dialect","America","Peru",-10.4725,-74.6028,12000,30,22,8,0,1,SAPHON,*N|a|aː|e|eː|h|i|iː|j|k|kʲ|m|mʲ|n|o|oː|p|pʲ|s|t|tʰ|t̠ʃ|t̠ʃʰ|w|wʲ|ɰ|ɲ|ɾ|ɾʲ|ʃ,
1810,cpb,"Ashéninka (Ucayali-Yurúa dialect)",ucay1237,"Ucayali-Yurua Asheninka","arwk","Arawakan","Ucayali-Yurúa dialect","America","Peru",-9.49424,-73.1836,7000,32,24,8,0,1,SAPHON,*N|a|aː|e|eː|h|i|iː|j|k|kʲ|m|mʲ|n|o|oː|p|pʲ|s|t|ts|tsʰ|tʰ|t̠ʃ|t̠ʃʰ|ɰ|ɲ|ɾ|ɾʲ|ʃ|β|βʲ,
1811,bwi,"Baniwa (Central)",bani1255,"Baniwa","arwk","Arawakan","Central","America","Brazil",2.17859,-67.7704,5460,24,16,8,0,1,SAPHON,a|aː|b|d|dz|e|eː|h|i|iː|k|m|n|p|t|ts|t̠ʃ|t̪|u|uː|w|ɲ|ɺ|ɻ,
1812,bwi,"Baniwa (Rio Negro)",bani1255,"Baniwa","arwk","Arawakan","Rio Negro","America","Brazil",2.17859,-67.7704,5460,26,18,8,0,2,SAPHON,a|aː|b|d|dz|e|eː|h|i|iː|j|k|m|n|p|r|t|ts|u|uː|w|ɡ|ɺ|ɾ|ʂ|ʐ,
1813,bae,"Baré",bare1276,"Bare","arwk","Arawakan","","America","Venezuela",1.91649,-66.828,,23,19,4,0,1,SAPHON,a|b|d|e|h|i|j|k|kʰ|m|n|p|pʰ|s|t|tʰ|t̠ʃ|u|w|ɻ|ʱm|ʱn|ʱw,Population: No known speakers
1814,cbb,"Cabiyarí",cabi1241,"Cabiyari","arwk","Arawakan","","America","Colombia",0.16101,-71.0622,310,17,12,5,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|t|t̠ʃ|t̪|u|w|ɾ|ʔ,
1815,cot,"Caquinte",caqu1242,"Caquinte","arwk","Arawakan","","America","Peru",-11.4812,-73.4451,300,27,19,8,0,1,SAPHON,*N|a|aː|e|eː|h|i|iː|j|k|m|n|o|oː|p|s|t|ts|tʲ|t̠ʃ|ŋ|ɣ|ɲ|ɾ|ɾʲ|ʃ|β,
1816,ccc,"Chamicuro",cham1318,"Chamicuro","arwk","Arawakan","","America","Peru",-5.1149,-75.6778,2,29,19,10,0,1,SAPHON,a|aː|e|eː|h|i|iː|j|k|l|m|n|o|oː|p|s|t|ts|t̠ʃ|u|uː|w|ɲ|ɾ|ʂ|ʃ|ʈʂ|ʎ|ʔ,
1817,kpc,"Curripaco",curr1243,"Curripaco","arwk","Arawakan","","America","Colombia",0.69618,-67.5028,7830,29,25,4,0,1,SAPHON,a|b|d|dz|e|h|i|j|k|kʰ|m|n|p|pʰ|t|ts|tʰ|u|w|ɸ|ɺ|ɾ|ʂ|ʃ|ʔ|ʱm|ʱn|ʱɾ|β,
1818,unk,"Enawené-Nawé",enaw1238,"Enawene-Nawe","arwk","Arawakan","","America","Brazil",-12.4302,-58.9802,320,25,13,12,0,1,SAPHON,a|aː|ã|d|e|eː|ẽ|h|i|iː|ĩ|j|k|l|m|n|o|oː|õ|s|t|w|ɲ|ɾ|ʃ,
1819,inp,"Iñapari",inap1243,"Inapari","arwk","Arawakan","","America","Peru",-12.4653,-69.3083,4,31,13,18,0,1,SAPHON,a|aː|ã|e|eː|ẽ|h|i|iː|ĩ|j|l|m|n|o|oː|õ|p|s|t|t̠ʃ|u|uː|ũ|w|ɯ|ɯː|ɯ̃|ɲ|ɾ|ʔ,
1820,gqn,"Kinikinao",guan1270,"Guana (Brazil)","arwk","Arawakan","","America","Brazil",-19.1667,-54.0333,,23,13,10,0,1,SAPHON,a|ã|e|ẽ|h|i|ĩ|j|k|l|m|n|o|õ|p|s|t|u|ũ|w|ɾ|ʃ|ʔ,Population: No known speakers
1821,mpd,"Manchinere",mach1268,"Machinere","arwk","Arawakan","","America","Brazil",-10.4804,-69.7683,260,18,13,5,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|ts|t̠ʃ|w|ɨ|ɾ|ʃ,
1822,mcb,"Matsigenka",mach1267,"Machiguenga","arwk","Arawakan","","America","Peru",-12.1291,-72.5017,10100,27,18,9,0,1,SAPHON,*N|a|aː|e|eː|i|iː|j|k|kʲ|m|n|o|oː|p|s|t|ts|tʲ|t̠ʃ|ɡ|ɨi|ɲ|ɾ|ɾʲ|ʃ|β,
1823,mmh,"Mehináku",mehi1240,"Mehinaku","arwk","Arawakan","","America","Brazil",-12.5364,-53.521,200,23,13,10,0,1,SAPHON,a|ã|e|ẽ|h|i|ĩ|j|k|l|m|n|p|t|ts|t̠ʃ|u|ũ|w|ɨ|ɨ̃|ɾ|ʂ,
1824,cox,"Nanti",nant1250,"Nanti","arwk","Arawakan","","America","Peru",-12.1018,-72.3507,480,27,18,9,0,1,SAPHON,*N|a|aː|b|e|eː|h|i|iː|j|k|m|n|o|oː|p|s|t|ts|tʲ|t̠ʃ|ɡ|ɨi|ɲ|ɾ|ɾʲ|ʃ,
1825,not,"Nomatsigenga",noma1263,"Nomatsiguenga","arwk","Arawakan","","America","Peru",-11.5349,-74.4371,6500,25,16,9,0,1,SAPHON,*N|a|aː|b|e|eː|h|i|iː|j|k|m|n|o|oː|p|s|t|ts|t̠ʃ|ŋ|ɡ|ɨi|ɾ|ʃ,
1826,plu,"Palikúr",pali1279,"Palikur","arwk","Arawakan","","America","Brazil",3.63993,-51.6246,920,24,14,10,0,1,SAPHON,a|ã|b|d|e|ẽ|h|i|ĩ|j|k|m|n|o|õ|p|s|t|u|ũ|w|ɡ|ɣ|ʃ,
1827,pbg,"Paraujano",para1316,"Paraujano","arwk","Arawakan","","America","Venezuela",10.8427,-71.8399,,25,13,12,0,1,SAPHON,a|aː|e|eː|h|i|iː|j|k|l|m|n|o|oː|p|t|t̠ʃ|u|uː|w|ɨ|ɨː|ɲ|ɾ|ʃ,Population: No known speakers
1828,pab,"Paresí",pare1272,"Parecis","arwk","Arawakan","","America","Brazil",-14.5929,-57.4059,1290,19,15,4,0,1,SAPHON,a|b|e|h|i|j|k|kʷ|l|m|n|o|t|ts|tʲ|w|ɸ|ɾ|θ,
1829,pio,"Piapoco",piap1246,"Piapoco","arwk","Arawakan","","America","Colombia",4.37718,-68.5953,4930,19,15,4,0,1,SAPHON,a|b|d|e|h|i|j|k|m|n|p|s|t|ts|u|ɺ|ɾ|ʔ|β,
1830,rgr,"Resígaro",resi1247,"Resigaro","arwk","Arawakan","","America","Peru",-2.48139,-71.3578,14,37,32,5,0,1,SAPHON,a|b|d|dz|dʲ|d̠ʒ|e|h|i|k|kʰ|m|m̥|n|n̥|o|p|pʰ|s|t|ts|tsʰ|tʰ|tʲ|t̠ʃ|t̠ʃʰ|u|x|ɡ|ɲ|ɲ̥|ɸ|ɾ|ʃ|ʒ|ʔ|β,
1831,tae,"Tariana",tari1256,"Tariana","arwk","Arawakan","","America","Brazil",0.440205,-68.9042,100,38,23,15,0,1,SAPHON,a|aː|ã|b|d|dʱ|e|eː|ẽ|h|i|iː|ĩ|j|k|kʰ|l|m|mʱ|n|nʱ|o|õ|p|pʰ|s|t|tʰ|t̠ʃ|u|uː|ũ|w|wʱ|ɨ|ɲ|ɲʱ|ɾ,
1832,ter,"Terêna",tere1279,"Tereno","arwk","Arawakan","","America","Brazil",-20.6614,-56.0329,15000,23,13,10,0,1,SAPHON,a|aː|h|i|iː|j|k|l|m|n|o|oː|p|s|t|u|uː|w|ɛ|ɛː|ɾ|ʃ|ʔ,
1833,wap,"Wapichana",wapi1253,"Wapishana","arwk","Arawakan","","America","Guyana",2.58744,-59.8021,6000,22,18,4,0,1,SAPHON,a|b|d|i|j|k|m|n|p|s|t|t̠ʃ|u|w|ɖ|ɡ|ɨ|ɲ|ɽ|ʃ|ʐ|ʔ,
1834,gae,"Warekena",guar1293,"Guarequena","arwk","Arawakan","","America","Venezuela",1.80835,-66.9225,160,25,17,8,0,1,SAPHON,a|aː|b|d|d̠ʒ|e|eː|h|i|iː|j|k|m|n|p|t|ts|t̠ʃ|u|uː|w|ɡ|ɲ|ɺ|ʃ,
1835,wau,"Waurá",waur1244,"Waura","arwk","Arawakan","","America","Brazil",-13.296,-53.6971,330,26,16,10,0,1,SAPHON,a|ã|e|ẽ|h|i|ĩ|j|k|l|n|p|s|t|ts|tʲ|u|ũ|w|ɣ|ɨ|ɨ̃|ɲ|ɾ|ʒ|β,
1836,guc,"Wayúu",wayu1243,"Wayuu","arwk","Arawakan","","America","Colombia",10.2252,-71.8101,135000,20,14,6,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|r|s|t|t̠ʃ|u|w|ɨ|ɭ|ʃ|ʔ,
1837,xir,"Xiriâna",xiri1243,"Xiriana","arwk","Arawakan","","America","Brazil",2.69932,-62.5413,,24,19,5,0,1,SAPHON,a|b|c|d|e|h|i|k|m|n|p|s|t|ts|u|w|x|ɟ|ɨ|ɲ|ɸ|ɾ|ʀ|ʔ,Population: No known speakers
1838,ame,"Yánesha",yane1238,"Yanesha'","arwk","Arawakan","","America","Peru",-10.5454,-75.315,9830,33,24,9,0,1,SAPHON,a|aː|a̰|b|bʲ|i|iː|ḭ|j|k|kʲ|m|mʲ|n|p|pʲ|s|t|ts|tʲ|t̠ʃ|u|uː|ṵ|w|x|ɡ|ɲ|ɾ|ʃ|ʈʂ|ʎ|ʐ,
1839,yvt,"Yavitero",yavi1244,"Yavitero","arwk","Arawakan","","America","Venezuela",9.8194,-67.4283,,21,17,4,0,1,SAPHON,a|b|d|dz|e|h|i|j|k|m|n|s|t|ts|u|w|ɡ|ɲ|ɺ|ɺ̥|ɾ,Population: Extinct
1840,yaw,"Yawalapití",yawa1261,"Yawalapiti","arwk","Arawakan","","America","Brazil",-12.5104,-53.4236,7,21,17,4,0,1,SAPHON,a|h|i|j|k|l|m|n|p|r̥|t|ts|t̠ʃ|u|w|ɨ|ɲ|ɾ|ʂ|ʃ|ʎ,
1841,pib,"Yine",yine1238,"Yine","arwk","Arawakan","","America","Peru",-11.1086,-73.3087,4000,26,16,10,0,1,SAPHON,a|aː|cç|e|eː|h̃|i|iː|j|k|l|m|n|o|oː|p|s|t|ts|t̠ʃ|w|ç|ɯ|ɯː|ɾ|ʃ,
1842,ycn,"Yucuna",yucu1253,"Yucuna","arwk","Arawakan","","America","Colombia",-0.76075,-71.0033,1800,21,16,5,0,1,SAPHON,a|e|h|i|j|k|l|m|n|o|p|pʰ|s|t|tʰ|t̠ʃ|u|w|ɲ|ɾ|ʔ,
1843,brg,"Baure",baur1253,"Baure","arwk","Arawakan","","America","Bolivia",-13.1278,-64.1838,13,18,14,4,0,1,SAPHON,a|e|h|i|j|k|m|n|o|p|s|t|t̠ʃ|v|w|ɾ|ʃ|ʔ,
1844,ign,"Ignaciano",igna1246,"Ignaciano","arwk","Arawakan","","America","Bolivia",-15.1188,-65.3993,4500,19,15,4,0,1,SAPHON,a|e|h|i|j|k|m|n|p|s|t|ts|t̠ʃ|u|v|ɲ|ɾ|ʃ|ʔ,
1845,dny,"Dení",deni1241,"Deni","arau","Arauan","","America","Brazil",-6.74962,-67.5029,750,22,18,4,0,1,SAPHON,a|dz|e|h|i|k|kʰ|m|n|p|pʰ|t|ts|tsʰ|tʰ|u|w|ɓ|ɗ|ɾ|ʔ|β,
1846,jaa,"Jamamadí",jama1261,"Jamamadi","arau","Arauan","Jamamadí","America","Brazil",-7.62223,-66.5662,480,16,12,4,0,1,SAPHON,a|b|d|e|h|i|k|m|n|o|s|t|w|ɟ|ɸ|ɾ,
1847,jaa,"Jarawara",jama1261,"Jamamadi","arau","Arauan","Jarawara","America","Brazil",-7.62223,-66.5662,480,19,11,8,0,3,SAPHON,a|aː|b|e|eː|h|i|iː|k|m|n|s|t|w|ɟ|ɯ|ɯː|ɸ|ɾ,
1848,cul,"Kulina",culi1244,"Culina","arau","Arauan","","America","Brazil",-8.55268,-70.6648,2540,21,17,4,0,1,SAPHON,a|b|d|dz|e|h|i|k|kʰ|m|n|o|p|pʰ|t|ts|tsʰ|tʰ|w|ɾ|ʔ,
1849,pad,"Paumarí",paum1247,"Paumari","arau","Arauan","","America","Brazil",-5.78403,-64.2803,870,28,22,6,0,1,SAPHON,a|aː|b|d|d̠ʒ|h|i|iː|k|kʰ|m|n|o|oː|p|s|t|tʰ|t̠ʃ|ɓ|ɗ|ɡ|ɸ|ɽ|ɾ|ʃ|ʔ|β,
1850,swx,"Suruahá",suru1263,"Suruaha","arau","Arauan","","America","Brazil",-6.82525,-66.3146,130,23,18,5,0,1,SAPHON,a|b|d|dʲ|d̠ʒ|h|i|k|m|n|nʲ|o|s|t|tʲ|w|z|ɛ|ɡ|ɨ|ɾ|ɾʲ|ʃ,
