InventoryID,LanguageCode,LanguageName,Glottocode,GlottologName,LanguageFamilyRoot,LanguageFamilyGenus,SpecificDialect,Area,Country,Latitude,Longitude,Population,Phonemes,Consonants,Vowels,Tones,Trump,Source,_phonemelist,Notes
66,nav,"Navaho",nava1243,"Navajo","nadn","Athapaskan","","America","United States",36.2106,-110.082,149000,54,36,16,2,1,SPA,a|aː|ã|ãː|h|hʷ|iː|ĩː|j|k|kʰ|kʰʷ|kʼ|l|m|n|oː|õː|p|s|t|ts|tsʰ|tsʼ|tɬ|tɬʰ|tɬʼ|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|w|x|xʷ|z|ɔ|ɔ̃|ɛ|ɛː|ɛ̃|ɛ̃ː|ɣ|ɪ|ɪ̃|ɬ|ʃ|ʒ|ʔ|ˀj|ˀm|ˀn|˥|˩,
67,hdn,"Haida",nort2938,"Northern Haida","nadn","Haida","","America","Canada",54.6931,-132.465,30,50,47,3,0,1,SPA,a|c|cʰ|cʼ|dl|h|i|j|k|kʰ|kʰʷ|kʷ|kʷʼ|kʼ|l|m|n|p|pʰ|q|qʰ|qʰʷ|qʷ|qʷʼ|qʼ|s|t|tɬʰ|tɬʼ|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|w|x|xʷ|ç|ŋ|ɬ|ʊ|ʔ|ˀj|ˀl|ˀm|ˀn|ˀw|ˀŋ|χ|χʷ,
68,squ,"Squamish",squa1248,"Squamish","sali","Central Salish","","America","Canada",49.3231,-123.014,15,37,30,7,0,1,SPA,a|aː|e|eː|h|j|k|kʷ|kʷʼ|kʼ|l|m|n|o|oː|p|pʼ|q|qʷ|qʷʼ|qʼ|s|t|ts|tsʼ|tɬ|tɬʼ|tʼ|t̠ʃ|t̠ʃʼ|w|xʷ|ə|ʃ|ʔ|χ|χʷ,
69,str,"Salish",stra1244,"Straits Salish","sali","Central Salish","","America","Canada",48.722,-123.037,20,43,36,7,0,2,SPA,a|aː|b|d|dz|d̠ʒ|eː|h|j|k|kʷ|kʷʼ|kʼ|l|m|n|p|pʼ|q|qʷ|qʷʼ|qʼ|s|t|ts|tsʼ|tɬʼ|tʼ|t̠ʃ|t̠ʃʼ|w|xʷ|ə|ɡ|ɡʷ|ɪ|ɬ|ʃ|ʊ|ʊː|ʔ|χ|χʷ,
70,noo,"Nootka",noot1239,"Nootka","waka","Southern Wakashan","","America","Canada",49.6212,-126.086,200,47,37,10,0,2,SPA,a|aː|h|i|iː|j|k|kʷ|kʷʼ|kʼ|m|n|o|oː|p|pʼ|q|qʷ|qʷʼ|qʼ|s|t|ts|tsʼ|tɬ|tɬʼ|tʼ|t̠ʃ|t̠ʃʼ|w|x|xʷ|ħ|ɔ|ɔː|ɛ|ɛː|ɬ|ʃ|ʔ|ʔˤ|ˀj|ˀm|ˀn|ˀw|χ|χʷ,
71,kwk,"Kwakiutl",kwak1269,"Kwakiutl","waka","Northern Wakashan","","America","Canada",50.9269,-127.308,190,55,46,9,0,1,SPA,a|aː|b|cʰ|cʼ|d|dl|dz|h|i|iː|j|kʰʷ|kʷʼ|l|l̩|m|m̩|n|n̩|pʰ|pʼ|qʰ|qʰʷ|qʷʼ|qʼ|s|tsʰ|tsʼ|tɬʰ|tɬʼ|tʰ|tʼ|u|uː|w|xʷ|æ|ç|ħ|ɔ|ə|ɟ|ɡʷ|ɢ|ɢʷ|ɬ|ʔ|ˀj|ˀl|ˀm|ˀn|ˀw|χ|χʷ,
72,ojg,"Ojibwa",east2542,"Eastern Ojibwa","algi","Algonquian","","America","Canada",45.0112,-79.7503,25900,27,16,11,0,1,SPA,a|aː|ãː|iː|ĩː|k|k͈ː|l|m|n|oː|õː|p|p͈ː|s|s͈ː|t|t̠ʃ|t͈ː|t͈̠ʃː|ɛː|ɛ̃ː|ɪ|ʃ|ʃ͈ː|ʊ|ʔ,
73,unm,"Delaware",unam1242,"Unami","algi","Algonquian","","America","United States",35.0264,-98.3201,,39,22,17,0,1,SPA,a|aː|ãː|h|hː|i|iː|ĩː|j|k|kː|l|lː|m|mː|n|nː|p|pː|s|t|tː|t̠ʃ|t̠ʃː|u|uː|ũː|w|wː|x|æː|æ̃ː|ɔ|ɔː|ɔ̃ː|ə|ə̃ː|ɛ|ʃ,Population: No known speakers
74,wic,"Wichita",wich1260,"Wichita","cadd","Caddoan","","America","United States",35.0665,-98.1831,1,29,21,8,0,1,SPA,eː|i|j|k|kʰ|kʰʷ|kʷ|kʼ|n|nː|oː|s|sˀ|sː|t|ts|tsʼ|tʰ|tːs|u|w|ɒ|ɒː|ɛ|ɛː|ɦ|ɾˀ|ʈʂʰ|ʔ,
75,lkt,"Dakota",lako1247,"Lakota","siou","Siouan","","America","United States",46.3699,-103.95,6200,36,27,9,0,1,SPA,a|ã|e̞|h|i|ĩ|j|k|kʰ|kʼ|m|n|o|p|pʰ|pʼ|s|sʼ|t|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|u|ũ|w|x|xʼ|z|ə̆|ɣ|ʃ|ʃʼ|ʒ|ʔ,
76,see,"Seneca",sene1264,"Seneca","iroq","Northern Iroquoian","","America","United States",42.6128,-79.3403,150,27,11,16,0,1,SPA,a|aː|b|dz|e|eː|h|i|iː|j|k|m|n|o̞|o̞ː|s̻|t|u|uː|w|æ|æː|ɔ̃|ɔ̃ː|ɛ̃|ɛ̃ː|ʔ,
77,one,"Oneida",onei1249,"Oneida","iroq","Northern Iroquoian","","America","Canada",43.7729,-84.0577,200,22,10,12,0,1,SPA,a|aː|e̞|e̞ː|h|i|iː|j|k|l|n|s|t|t̠ʃ|ə̃|ə̃ː|ɤ̞|ɤ̞ː|ɯ̃|ɯ̃ː|ɰ|ʔ,
78,yuc,"Yuchi",yuch1247,"Yuchi","nais","Yuchi","","America","United States",35.9615,-95.0393,50,64,38,26,0,2,SPA,a|aː|ã|ãː|b|d|dz|d̠ʒ|e|eː|ẽ̞|ẽ̞ː|h|i|iː|j|k|kʰ|kʼ|l|n|o|oː|õ̞|õ̞ː|p|pʰ|pʼ|s|sʼ|t|ts|tsʰ|tsʼ|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|u|uː|w|æ|æː|æ̃|æ̃ː|ɡ|ɪ̃|ɪ̃ː|ɬ|ɬʼ|ɸ|ɸʼ|ʃ|ʃʼ|ʊ|ʊː|ʊ̃|ʊ̃ː|ʔ|ˀj|ˀl|ˀn|ˀw,
79,akz,"Alabama",alab1237,"Alabama","musk","Muskogean","","America","United States",30.7674,-94.6285,100,21,15,6,0,1,SPA,a|aː|b|eː|h|j|k|l|m|n|o|oː|p|s|t̠ʃ|t̪|w|ɪ|ɬ|ɸ|ʔ,
80,tun,"Tunica",tuni1252,"Tunica","gulf","Tunica","","America","United States",30.9888,-92.5403,,25,18,7,0,1,SPA,a|b|d|e|f|h|i|j|kʰ|l|m|n|o|pʰ|r|s̻|tʰ|t̠ʃʰ|u|w|ɔ|ɛ|ɡ|ʃ|ʔ,Population: Extinct
81,nez,"Nez Perce",nezp1238,"Nez Perce","penu","Sahaptian","","America","United States",46.3073,-116.408,200,36,26,10,0,1,SPA,a|aː|h|iː|j|j̰|k|kʼ|l̰̻|l̻|m|m̰|n|n̰|p|pʼ|qʼ|qχ|s̻|t|tʼ|t̪|t̪ʼ|w|w̰|x|æ|æː|ɔ|ɔː|ɪ|ɬ|ɯː|ɯ̞|ʔ|χ,
82,nmu,"Maidu",nort2952,"Northeast Maidu","penu","Maiduan","","America","United States",40.4102,-120.645,2,24,18,6,0,1,SPA,a|cʰ|cʼ|e̞|h|i|j|kʰ|kʼ|l|m|n|o̞|pʰ|pʼ|s|tʰ|tʼ|u|w|ɓ|ɗ|ɨ|ʔ,
83,zoc,"Zoque",copa1236,"Copainala Zoque","mizo","Mixe-Zoque","","America","Mexico",17.2157,-93.3183,4500,32,26,6,0,2,SPA,a|b|c̟|d|f|h|h̃|i|j|j̃|k|l|m|n|o̞|p|r|s|t|ts|t̠ʃ|u|w|w̃|ŋ|ɛ|ɡ|ɤ̞̃|ɲ̟|ɾ|ʃ|ʔ,
84,top,"Totonac",papa1238,"Papantla Totonac","toto","Totonacan","","America","Mexico",20.5671,-97.2554,80000,26,20,6,0,1,SPA,aː|h|i|iː|j|k|kː|l|m|n|p|pː|q|qː|s|t|ts|tː|t̠ʃ|u|uː|w|ɐ|ɬ|ʃ|ʔ,
85,chf,"Chontal",taba1266,"Tabasco Chontal","maya","Mayan","","America","Mexico",18.1713,-92.7367,38000,37,25,12,0,1,SPA,a|ãː|b|d|ẽ̞ː|e̞|f|h|i|ĩː|j|k|kʼ|l|m|n|õ̞ː|o̞|p|pʼ|r|s|t|ts|tsʼ|tʼ|t̠ʃ|t̠ʃʼ|u|ũː|w|ə|ə̃ː|ɡ|ɾ|ʃ|ʔ,
86,tzh,"Tzeltal",tzel1254,"Tzeltal","maya","Mayan","","America","Mexico",16.6384,-92.2786,90000,30,25,5,0,1,SPA,a|b|d|e̞|f|h|j|kʰ|kʼ|l|m|n|o̞|p|pʼ|r|s|t|ts|tsʼ|tʼ|t̠ʃ|t̠ʃʼ|w|ɡ|ɪ|ɾ|ʃ|ʊ|ʔ,
87,tsz,"Tarascan",pure1242,"Purepecha","tara","Tarascan","","America","Mexico",19.2467,-101.631,40000,32,26,6,0,1,SPA,a|b|d|f|h|i|j|kʰ|k͉|l|m|n|o|pʰ|p͉|s|tsʰ|tʰ|t̠ʃʰ|t̠ʃ͉|t͉|t͉s|u|w|x|ɛ|ɡ|ɨ˞|ɭ|ɲ|ʃ|ʔ,
88,kyh,"Karok",karo1304,"Karok","hoka","Karok","","America","United States",41.8228,-123.315,10,41,27,11,3,1,SPA,a|aː|ã|eː|f|fː|h|i|iː|ĩ|j|k|kː|m|mː|n|nː|oː|p|pː|s|sː|s̻|s̻θ|t|tː|t̠ʃ|t̠ːʃ|x|xː|ɛ|ɾ|ʃ|ʃː|ʊ|ʊː|ʔ|˥|˥˦|˩|β̞,
89,pom,"Pomo",sout2982,"Southeastern Pomo","hoka","Pomoan","","America","United States",38.9354,-122.599,5,38,27,11,0,1,SPA,a|aː|b|d|f|h|j|k|kʼ|l|m|n|p|pʼ|q|qʼ|s|t|ts|tsʼ|tʼ|t̪|t̪ʼ|w|x|ɔ|ɔː|ə|ɛ|ɛː|ɪ|ɪː|ɾ|ʃ|ʊ|ʊː|ʔ|χ,
90,dih,"Digueno",kumi1248,"Kumiai","hoka","Yuman","","America","Mexico",32.5153,-116.609,220,34,25,9,0,1,SPA,a|aː|eː|j|k|kʷ|l|l̻|m|n|n̪|oː|p|q|r|s|s̪|t|t̠ʃ|t̪|w|x|xʷ|ɔ|ɔː|ə|ɪ|ɬ|ɬ̻|ɲ̟|ɹ|ʊ|ʔ|β,
91,zun,"Zuni",zuni1245,"Zuni","nais","Zuni","","America","United States",35.0056,-108.782,9650,54,44,10,0,1,SPA,a|aː|h|i|iː|j|jː|kʰ|kʰʷ|kʷʼ|kʼ|kːʰ|kːʰʷ|kːʷʼ|kːʼ|l|lː|m|mː|n|nː|p|pʼ|pː|pːʼ|s|sː|t|tsʰ|tsʼ|tsːʰ|tsːʼ|tʼ|tː|tːʼ|t̠ʃʰ|t̠ʃʼ|t̠ʃːʰ|t̠ʃːʼ|u|uː|w|wː|xh|ɔ|ɔː|ɛ|ɛː|ɬ|ɬː|ʃ|ʃː|ʔ|ʔː,
92,tix,"Tiwa",sout2961,"Southern Tiwa","kita","Kiowa-Tanoan","","America","United States",34.7873,-106.661,1630,41,26,12,3,1,SPA,b|d|e|ẽ|h|i|ĩ|j|k|kʷ|kʷʼ|kʼ|l|m|n|o|õ|p|pʰ|pʼ|r|s|t|tʰ|tʼ|t̠ʃ|u|ũ|w|x|xʷ|ɑ|ɑ̃|ə|ə̃|ɡ|ɬ|ʔ|˥|˧|˩,
93,tew,"Tewa",tewa1260,"Tewa (USA)","kita","Kiowa-Tanoan","","America","United States",35.9053,-106.124,1300,57,34,19,4,1,SPA,ã̟|ã̟ː|a̟|a̟ː|b|d|d̠ʒ|eː|e̞|h|hʷ|i|iː|ĩ|j|k|kʷ|kʷʼ|kʼ|m|n|nʲ|oː|o̞|p|pʼ|s|t|ts|tsʼ|tʲ|tʼ|t̠ʃ|t̠ʃʼ|u|uː|ũ|ũː|w|æː|ŋ|ɛ|ɛ̃|ɛ̃ː|ɡ|ɸ|ɾ|ʃ|ʔ|˥|˥˦|˧|˩|β|θ|χ|χʷ,
94,lui,"Luiseno",luis1253,"Luiseno","utaz","Takic","","America","United States",33.3184,-116.939,35,34,23,11,0,1,SPA,a|aː|e̞|e̞ː|h|j|k|kʷ|l|m|n|o̞|o̞ː|p|qʰ|qʰʷ|s|t|t̠ʃ|w|x|xʷ|ð|ŋ|ɨ|ɪ|ɪː|ɾ|ʂ|ʃ|ʊ|ʊː|ʔ|β,
95,hop,"Hopi",hopi1249,"Hopi","utaz","Hopi","","America","United States",35.7653,-110.535,5260,49,31,18,0,1,SPA,a|aː|ă|a̟ː|h|i|iː|ĭ|j|j̥|k|kʷ|l|l̥|m|m̥|n|n̥|ou|oːu|p|q|s|t|ts|ŭ|v|w|y̆|ø|øː|ŋ|ŋʷ|ŋ̥|ɛ|ɛ̆|ɤ|ɤː|ɯ̆|ɲ|ʍ|ʐ͇|ʔ|ʰk|ʰkʷ|ʰp|ʰq|ʰt|ʰts,
96,ood,"Pima",toho1245,"Tohono O'odham","utaz","Tepiman","","America","United States",31.7973,-111.995,9600,29,19,10,0,1,SPA,a|aː|h|i|iː|j|k|k͉|m|n|p|p͉|s|t|t̠ʃ|t̠ʃ͉|t͉|u|uː|w|ɔ|ɔː|ɨ|ɨː|ɲ̟|ɺ|ʂ|ʈ͉|ʔ,
97,ote,"Otomi",mezq1235,"Mezquital Otomi","otma","Otomian","","America","Mexico",20.2274,-99.5564,100000,58,42,13,3,1,SPA,a|ã|b|d|e|h|i|ĩ|j|jˀ|j̥|k|kʰ|kʷ|kʷʼ|kʼ|l|m|mˀ|m̥|n|nˀ|n̥|o|p|pʰ|pʼ|s|t|tsʼ|tʰ|tʼ|t̠ʃ|t̠ʃʼ|u|ũ|w|wˀ|x|xʷ|z|æ|æ̃|ɓ|ɔ|ɗ|ə|ɡ|ɡʷ|ɨ|ɸ|ɾ|ʃ|ʍ|ʔ|˥|˩|˩˨,
98,maz,"Mazahua",cent2144,"Central Mazahua","otma","Otomian","","America","Mexico",19.7357,-100.018,350000,63,45,15,3,1,SPA,a|ã|e|ẽ|h|i|ĩ|j|j̥|k|kʰ|kʰʷ|kʷ|kʷʼ|kʼ|l|m|m̥|n|n̥|o|õ|p|pʰ|r|s|sʰ|sʼ|t|ts|tsʰ|tsʼ|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|u|ũ|w|z|ɓ|ɔ|ɗ|ə|ə̃|ɛ|ɡ|ɡʷ|ɲ|ɲ̥|ʃ|ʌ|ʍ|ʒ|ʔ|ˀj|ˀm|ˀw|ˀɲ|˥|˥˦|˩,
99,maq,"Mazateco",chiq1250,"Chiquihuitlan Mazatec","otma","Popolocan","","America","Mexico",18.0541,-96.6659,2500,38,26,8,4,1,SPA,a|ã|b|h|i|ĩ|j|k|l|m|n|nd|ndz|n̠d̠ʒ|o|õ|p|r|s|t|ts|t̠ʃ|ð|ŋɡ|ɛ|ɛ̃|ɣ|ɲ̟|ɳɖʐ|ɾ|ʂ|ʈʂ|ʔ|˥|˦|˨|˩|β,
100,mig,"Mixtec",sanm1295,"San Miguel El Grande Mixtec","otma","Mixtecan","","America","Mexico",17.0777,-97.5432,14500,32,19,10,3,1,SPA,a|ã|e|ẽ|h|i|ĩ|k|kʷ|l|m|n|o|õ|p|r|s|t|t̠ʃ|u|ũ|ð|ŋ|ɣ|ɲ|ʃ|ʒ|ʔ|˥|˧|˩|β,
101,cbi,"Cayapa",chac1249,"Chachi","barb","Barbacoan","","America","Ecuador",0.71489,-79.0508,9500,28,24,4,0,2,SPA,b|c|d|h|i|j|k|l|m|n|p|r|s|t|ts|t̠ʃ|w|ŋ|ɑ|ɛ|ɟ|ɡ|ɲ̟|ɸ|ʃ|ʊ|ʎ̟|ʔ,
102,pbb,"Paez",paez1247,"Paez","saso","Páezan","","America","Colombia",2.61516,-76.3125,77400,39,29,10,0,2,SPA,a|ã|h|i|ĩ|ĭ|j|k|m|mb|n|nd|ndʲ|nz|n̠ʒ|p|s|t|ts|tʲ|t̠ʃ|u|ũ|w|çʲ|ŋɡ|ə̆|ɛ|ɛ̃|ɣ|ɲ|ɸʲ|ɺ|ɺʲ|ɾ|ʃ|ʃʲ|ʔ|β,
103,ito,"Itonama",iton1250,"Itonama","saso","Itonama","","America","Bolivia",-12.8043,-64.3575,10,25,19,6,0,2,SPA,a|b|d|e|h|i|j|k|kʼ|l|m|n|o|p|s|t|tʲ|tʼ|t̠ʃ|t̠ʃʼ|u|w|ɨ|ɾ|ʔ,
104,quh,"Quechua",sout2991,"South Bolivian Quechua","quch","Quechuan","","America","Bolivia",-20.9201,-66.3331,2780000,37,32,5,0,1,SPA,a|h|j|k|kʰ|kʼ|l|m|n|p|pʰ|pʼ|q|qʰ|qʼ|r|s|t|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|w|ð|ɔ|ɛ|ɣ|ɪ|ɲ|ɸ|ɾ|ʃ|ʊ|ʎ|ʔ|β,
105,ayr,"Aymara",cent2142,"Central Aymara","ayma","Aymaran","","America","Bolivia",-17.0,-68.5,1790000,42,36,6,0,3,SPA,a|aː|c|cʰ|cʼ|i|iː|j|k|kʰ|kʼ|l|m|n|p|pʰ|pʼ|q|qʰ|qʼ|s|t|ts|tsʰ|tsʼ|tʰ|tʼ|t̠ʃ|t̠ʃʰ|t̠ʃʼ|w|x|ŋ|ɯ|ɯː|ɲ|ɾ|ʃ|ʈʂ|ʈʂʰ|ʈʂʼ|ʎ,
106,arn,"Araucanian",mapu1245,"Mapudungun","arcn","Araucanian","","America","Chile",-38.7392,-71.277,200000,26,20,6,0,2,SPA,a|i|j|k|l|l̪|m|n|n̪|p|s|t|t̠ʃ|t̪|u|w|ŋ|ɔ|ɛ|ɯ|ɲ|ɸ|ɻ|ʈʂ|ʎ|θ,
107,crb,"Island Carib",isla1278,"Island Carib","arwk","Arawakan","","America","Dominica",14.2906,-61.2395,,29,17,12,0,1,SPA,a|ã|b|d|ẽ̞|e̞|f|h|i|ĩ|j|k|l|m|n|p|s|t|t̠ʃ|u|ũ|w|ɔː|ɛː|ɡ|ɤ̞̃|ɤ̞|ɰ|ɾ,Population: Ancient
108,wap,"Wapishana",wapi1253,"Wapishana","arwk","Arawakan","","America","Guyana",2.58744,-59.8021,6000,29,17,12,0,2,SPA,a|aː|ã|bˀ|d|dˀ|h|i|iː|ĩ|kʰ|m|pʰ|s|tʰ|t̠ʃʰ|u|uː|ũ|w|ɡ|ɨ|ɨː|ɨ̃|ɲ̟|ɾ|ʃ|ʐ|ʔ,
109,guc,"Goajiro",wayu1243,"Wayuu","arwk","Arawakan","","America","Colombia",10.2252,-71.8101,135000,46,28,18,0,2,SPA,a|aː|ã|h|i|iː|ĩ|j|k|kː|m|mː|n|nː|p|pː|r|s|sː|t|tː|t̠ʃ|t̠ʃː|u|uː|ũ|w|ŋ|ɔ|ɔː|ɔ̃|ə|əː|ə̃|ɛ|ɛː|ɛ̃|ɺ|ɺː|ʃ|ʃː|ʔ|ʰk|ʰp|ʰt|ʰt̠ʃ,
110,cni,"Campa",asha1243,"Ashaninka","arwk","Arawakan","","America","Peru",-11.9311,-73.9073,26100,21,17,4,0,2,SPA,a|c̟|e|h|i|j|k|m|n|o|p|s|t|ts|t̠ʃ|w|ɲ̟|ɾ|ʃ|ʔ|β,
111,ign,"Moxo",igna1246,"Ignaciano","arwk","Arawakan","","America","Bolivia",-15.1188,-65.3993,4500,25,21,4,0,2,SPA,a|b|d|f|h|i|j|k|l|m|n|p|s|t|ts|t̠ʃ|u|w|ŋ|ɛ|ɲ̟|ɾ|ʃ|ʔ|β,
112,ame,"Amuesha",yane1238,"Yanesha'","arwk","Arawakan","","America","Peru",-10.5454,-75.315,9830,29,23,6,0,2,SPA,a|aː|e|eː|j|k|lʲ|m|mʲ|n|o|oː|p|pʲ|s|t|tsʰ|t̠ʃʰ|t̠ʃʰʲ|w|x|ɣ|ɲ|ɾ|ʃ|ʈʂʰ|ʐ|ʔ|β,
113,jiv,"Jivaro",shua1257,"Shuar","jiva","Jivaroan","","America","Ecuador",-3.45136,-78.1892,46700,24,16,8,0,2,SPA,a|ã|i|ĩ|j|k|m|n|p|pʼ|s|t|ts|t̠ʃ|u|ũ|w|x|ɯ|ɯ̃|ɲ̟|ɾ|ʃ|ʔ,
114,bao,"Barasano",waim1255,"Waimaha","tucn","Tucanoan","","America","Colombia",0.30416,-70.1644,600,25,11,12,2,2,SPA,a|ã|b|d|h|i|ĩ|j|k|o|õ|p|s|t|u|ũ|w|ɛ|ɛ̃|ɡ|ɨ|ɨ̃|ɾ|˥|˩,
115,tca,"Ticuna",ticu1245,"Ticuna","saso","Ticuna","","America","Brazil",-3.66289,-69.8723,32600,38,18,11,9,2,SPA,a|ã|b|d|d̠ʒ|e̞|f|i|ĩ|k|kʷ|m|n|õ̞|o̞|p|s|t|t̠ʃ|u|ũ|w|ŋ|ɡ|ɨ|ɨ̃|ɲ|ɾ|ʔ|˥|˥˦|˦|˦˧|˦˩|˧|˧˩|˨|˩,
116,car,"Carib",gali1262,"Galibi Carib","cari","Cariban","","America","Venezuela",5.83772,-56.8323,4450,28,16,12,0,4,SPA,b|d|e̞ː|h|i|iː|j|k|m|n|o̞|o̞ː|p|s|t|u|uː|w|ŋ|ɐ|ɐː|ɛ|ɡ|ɯ|ɯː|ɾ|ʔ|β,
117,oca,"Ocaina",ocai1244,"Ocaina","wita","Huitoto","","America","Peru",-2.159,-72.1422,54,38,27,9,2,2,SPA,a|ã|b|dz|dʲ|d̠ʒ|h|i|ĩ|k|m|mː|n|nː|õ̞|o̞|p|s|t|ts|tʲ|t̠ʃ|w|x|ɛ|ɡ|ɯ|ɯ̃|ɲ|ɲː|ɸ|ɾ|ʃ|ʒ|ʔ|˥|˩|β,
118,srq,"Siriono",siri1273,"Siriono","tupi","Tupi-Guaraní","","America","Bolivia",-15.5298,-63.9688,400,28,18,10,0,2,SPA,a|ã|b|e|ẽ|h|i|ĩ|j|k|kʲ|m|n|o|õ|p|s|t|t̠ʃ|u|ũ|w|z̞̩̃ˠ|z̞̩ˠ|ŋ|ɲ̟|ɾ|ʃ,
119,gug,"Guarani",para1311,"Paraguayan Guarani","tupi","Tupi-Guaraní","","America","Paraguay",-25.6055,-57.0882,4650000,36,24,12,0,2,SPA,a|ã|e|ẽ|f|i|ĩ|k|kʷ|l|m|n|o|õ|p|r|s|s̻|t|t̠ʃ|u|ũ|v|x|xʷ|ð|ŋ|ŋʷ|ɣ|ɣʷ|ɨ|ɨ̃|ɲ|ɾ|ʎ|ʔ,
120,amc,"Amahuaca",amah1246,"Amahuaca","pano","Panoan","","America","Peru",-10.2012,-72.3208,110,22,14,8,0,2,SPA,a|ã|h|j|k|m|n|o|õ|p|s|t|t̠ʃ|w|x|ɪ|ɪ̃|ɯ|ɯ̃|ɾ|ʔ|θ,
121,cao,"Chacobo",chac1251,"Chacobo","pano","Panoan","","America","Bolivia",-12.133,-66.7164,550,21,17,4,0,2,SPA,a|h|i|j|k|m|n|o̞|p|s|t|ts|t̠ʃ|w|ɣ|ɨ|ɾ|ʂ|ʃ|ʔ|β,
122,apn,"Apinaye",apin1244,"Apinaye","macg","Ge-Kaingang","","America","Brazil",-6.10774,-47.6315,1260,49,14,35,0,2,SPA,a|aː|ã|ãː|e|eː|h|i|iː|ĩ|ĩː|k|mb|nd|o|oː|õ|õː|p|s|t|t̠ʃ|u|uː|ũ|ũː|v|ŋɡ|ɔ|ɔː|ə|ɛ|ɛː|ɛ̃|ɛ̃ː|ɤ|ɤː|ɯ|ɯː|ɯ̃|ɯ̃ː|ɲɟ|ɽ|ʌ|ʌː|ʌ̃|ʌ̃ː|ʒ|ʔ,
123,rif,"Shilha",tari1263,"Tarifit","afas","Berber","","Africa","Morocco",35.3281,-1.87354,1500000,49,45,4,0,1,SPA,a|b|b͈ː|d|dˤ|d͈ː|f|f͈ː|h|i|j|k|kˤ|k͈ː|l|lˤ|l͈ː|m|m͈ː|n|n͈ː|r|rˤ|r͈ː|s|sˤ|s͈ː|t|tˤ|t͈ː|u|w|x|x͈ː|z|zˤ|z͈ː|ħ|ħ͈ː|ə|ɡ|ɡ͈ː|ɣ|ɣ͈ː|ʃ|ʃ͈ː|ʒ|ʒ͈ː|ʕ,
124,hau,"Hausa",haus1257,"Hausa","afas","West Chadic","","Africa","Nigeria",11.1513,8.7804,18500000,45,32,10,3,1,SPA,aː|b|d|d̠ʒ|e̞|e̞ː|h|iː|j|jˀ|k|kʲ|kʲʼ|kʷ|kʷʼ|kʼ|l|m|n|o̞|o̞ː|r|s|sˀ|t|t̠ʃ|uː|w|z|ɓ|ɗ|ə|ɡ|ɡʲ|ɡʷ|ɪ|ɸ|ɸʲ|ɾ|ʃ|ʊ|ʔ|˥|˥˦|˩,
125,anc,"Angas",ngas1240,"Ngas","afas","West Chadic","","Africa","Nigeria",9.32042,9.46146,400000,44,30,11,3,1,SPA,a|aː|b|cʰ|d|d̠ʒ|e|f|h|iː|j|kʰ|l|m|n|o|pʰ|r|s|tʰ|t̠ʃʰ|u|uː|v|w|z|ŋ|ɓ|ɗ|ɛ|ɜɪ̯|ɟ|ɡ|ɣ|ɪ̈ː|ɪ̠|ɲ|ʃ|ʄ|ʒ|ʔ|˥|˧|˩,
126,mrt,"Margi",marg1265,"Marghi Central","afas","Biu-Mandara","","Africa","Nigeria",10.8385,12.9952,158000,44,36,6,2,1,SPA,a|b|c|d|dz|d̠ʒ|f|i|j|k|l|m|n|p|r|s|t|ts|t̠ʃ|u|v|w|x|z|ç|ŋ|ɓ|ɔ|ɗ|ə|ɛ|ɟ|ɡ|ɣ|ɬ|ɮ|ɲ|ʃ|ʒ|ʔ|ʝ|˥|˩|ⱱ,
127,som,"Somali",soma1255,"Somali","afas","Eastern Cushitic","","Africa","Somalia",3.15088,40.4818,8340000,52,30,20,2,1,SPA,aː|b|bː|d|dː|e|eː|f|h|i|iː|j|kʰ|l|lː|m|n|nː|rː|s|tʰ|t̠ʃ|w|x|æ|æː|ħ|ɔ|ɔː|ə|ɛ|ɛː|ɡ|ɡː|ɢ|ɢː|ɪ|ɪː|ɵ̞|ɵ̞ː|ɾ|ʃ|ʊ|ʊː|ʊ̈|ʊ̈ː|ʔ|ʕ|˥|˩|ᶑ|ᶑː,
128,awn,"Awiya",awng1244,"Awngi","afas","Central Cushitic","","Africa","Ethiopia",10.9819,36.6916,500000,39,28,7,4,2,SPA,a|b|dz|d̠ʒ|e̞|f|i|j|k|kʷ|l|m|n|o̞|p|q|qʷ|s|t|ts|t̠ʃ|u|w|z|æ|ŋ|ŋʷ|ɖ|ɡ|ɡʷ|ɢ|ɢʷ|ɨ|ɾ|ʃ|˥|˥˩|˧|˩,
129,irk,"Iraqw",iraq1241,"Iraqw","afas","Southern Cushitic","","Africa","Tanzania",-4.19948,35.2939,462000,48,33,12,3,1,SPA,a|b|d|eː|f|h|iː|j|k|kʷ|l|m|n|oː|p|q|qʷ|r|s|sː|t|tsʼ|tɬʼ|uː|w|x|xʷ|ħ|ŋ|ŋʷ|ɑː|ɓ|ɔ|ɗ|ə|ɛ|ɡ|ɡʷ|ɪ|ɬ|ɵ|ʃ|ʊ|ʔ|ʕ|˥|˥˩|˩,
