ph1_ph2,advancedTongueRoot_++,advancedTongueRoot_--,advancedTongueRoot_+-,anterior_++,anterior_--,anterior_+-,approximant_++,approximant_--,approximant_+-,back_++,back_--,back_+-,click_++,click_--,click_+-,consonantal_++,consonantal_--,consonantal_+-,constrictedGlottis_++,constrictedGlottis_--,constrictedGlottis_+-,continuant_++,continuant_--,continuant_+-,coronal_++,coronal_--,coronal_+-,delayedRelease_++,delayedRelease_--,delayedRelease_+-,distributed_++,distributed_--,distributed_+-,dorsal_++,dorsal_--,dorsal_+-,epilaryngealSource_++,epilaryngealSource_--,epilaryngealSource_+-,fortis_++,fortis_--,fortis_+-,front_++,front_--,front_+-,high_++,high_--,high_+-,labial_++,labial_--,labial_+-,labiodental_++,labiodental_--,labiodental_+-,lateral_++,lateral_--,lateral_+-,long_++,long_--,long_+-,low_++,low_--,low_+-,loweredLarynxImplosive_++,loweredLarynxImplosive_--,loweredLarynxImplosive_+-,nasal_++,nasal_--,nasal_+-,periodicGlottalSource_++,periodicGlottalSource_--,periodicGlottalSource_+-,raisedLarynxEjective_++,raisedLarynxEjective_--,raisedLarynxEjective_+-,retractedTongueRoot_++,retractedTongueRoot_--,retractedTongueRoot_+-,round_++,round_--,round_+-,short_++,short_--,short_+-,sonorant_++,sonorant_--,sonorant_+-,spreadGlottis_++,spreadGlottis_--,spreadGlottis_+-,stress_++,stress_--,stress_+-,strident_++,strident_--,strident_+-,syllabic_++,syllabic_--,syllabic_+-,tap_++,tap_--,tap_+-,tense_++,tense_--,tense_+-,tone_++,tone_--,tone_+-,trill_++,trill_--,trill_+-,distance
o_ʔ,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,4.678324
o_β,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,4.042530
p_p,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,0.000000
p_r,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,4.719396
p_s,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,13.969686
p_t,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,2.769711
p_ts,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,10.750060
p_tʃ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,9.548480
p_u,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,4.919946
p_v,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.353993
p_w,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,5.658683
p_x,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,5.611764
p_z,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,8.003013
p_æ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,6.139298
p_ŋ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.800019
p_ɔ,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,6.243253
p_ɖ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.439785
p_ə,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,5.425054
p_ɛ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,5.665193
p_ɟ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,4.056391
p_ɡ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,2.385252
p_ɣ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.459096
p_ɨ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,5.005429
p_ɭ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.710829
p_ɲ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.401582
p_ɳ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,8.713293
p_ɸ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.369022
p_ɹ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.140440
p_ɽ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,4.299728
p_ɾ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,4.386772
p_ʃ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,12.935092
p_ʈ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.550684
p_ʎ,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,6.250922
p_ʒ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,7.849654
p_ʔ,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,1.618317
p_β,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,3.725430
r_r,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,0.000000
r_s,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,14.508296
r_t,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,5.158185
r_ts,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,11.841670
r_tʃ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,10.280939
r_u,F,T,F,F,F,T,T,F,F,F,F,T,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,3.912715
r_v,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,3.599584
r_w,F,T,F,F,F,T,T,F,F,F,F,T,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,4.837178
r_x,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,6.061761
r_z,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,7.797213
r_æ,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,3.840722
r_ŋ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,5.852082
r_ɔ,F,T,F,F,F,T,T,F,F,F,F,T,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,5.188901
r_ɖ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,3.437394
r_ə,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,3.334162
r_ɛ,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,2.782434
r_ɟ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,4.895365
r_ɡ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,3.449169
r_ɣ,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,T,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,F,T,2.648362
r_ɨ,F,T,F,F,F,T,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,T,F,T,F,F,F,T,2.625720
